,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,1.0,2.0,17.0,1.0,3.0,1.0,0.0,3.0,0.0,14.0,0.0,4.0
archive-crawler.csv,0.0,0.0,2.0,16.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,24.0
blue-c.csv,0.0,2.0,10.0,62.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,28.0
dynalloy.csv,0.0,0.0,42.0,15.0,3.0,1.0,0.0,1.0,1.0,6.0,0.0,24.0
jcae.csv,6.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0
kmatplot.csv,0.0,2.0,9.0,1.0,11.0,2.0,2.0,1.0,2.0,0.0,1.0,14.0
mscore.csv,0.0,0.0,16.0,14.0,2.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0
nosleepsoftware.csv,3.0,5.0,11.0,0.0,7.0,54.0,1.0,3.0,1.0,1.0,4.0,1.0
openmalaria.csv,3.0,1.0,30.0,6.0,5.0,0.0,4.0,0.0,0.0,5.0,1.0,10.0
popeye-chess.csv,0.0,2.0,5.0,62.0,0.0,1.0,1.0,3.0,6.0,3.0,0.0,7.0
riff-evolve.csv,0.0,0.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,13.0
virtuoso.csv,0.0,2.0,47.0,1.0,1.0,2.0,1.0,3.0,0.0,8.0,1.0,0.0
