,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.28,0.41,0.21,0.2,0.68,0.55,0.32,0.5,0.57,0.32,1.0,0.4
archive-crawler.csv,0.29,0.29,0.25,0.06,0.47,0.59,0.67,0.43,0.2,0.98,0.21,0.27
blue-c.csv,0.33,0.52,0.26,0.0,0.73,0.97,0.61,0.48,0.59,0.33,0.54,0.34
dynalloy.csv,0.46,0.99,0.19,0.05,0.67,0.57,0.53,0.59,0.55,0.37,0.49,0.29
jcae.csv,0.3,0.21,1.0,0.0,0.06,0.29,0.3,0.13,0.25,0.11,0.36,0.04
kmatplot.csv,0.98,0.29,0.09,0.33,0.41,0.26,0.35,0.17,0.39,0.21,0.08,0.32
mscore.csv,0.36,0.37,0.3,0.35,0.55,0.71,1.0,0.63,0.6,0.31,0.45,0.45
nosleepsoftware.csv,0.22,0.03,0.27,0.9,0.27,0.0,0.37,0.16,0.12,0.32,0.25,0.42
openmalaria.csv,0.39,0.44,0.21,0.47,0.61,0.67,0.69,0.98,0.53,0.39,0.56,0.39
popeye-chess.csv,0.29,0.49,0.4,0.0,0.99,0.67,0.61,0.58,0.56,0.44,0.56,0.41
riff-evolve.csv,0.46,0.48,0.19,0.39,0.52,0.69,0.59,0.62,0.96,0.43,0.63,0.43
virtuoso.csv,0.34,0.5,0.2,0.41,0.54,0.71,0.74,0.62,0.67,0.47,0.61,0.95
