,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.47,0.45,0.56,0.22,0.71,0.53,0.25,0.52,0.56,0.46,1.0,0.36
archive-crawler.csv,0.44,0.25,0.26,0.07,0.44,0.54,0.56,0.45,0.16,0.97,0.17,0.39
blue-c.csv,0.61,0.62,0.58,0.0,0.79,0.97,0.54,0.5,0.6,0.44,0.55,0.53
dynalloy.csv,0.64,0.98,0.45,0.07,0.71,0.51,0.45,0.61,0.52,0.52,0.51,0.48
jcae.csv,0.32,0.16,1.0,0.0,0.04,0.2,0.21,0.09,0.17,0.11,0.28,0.02
kmatplot.csv,0.98,0.32,0.13,0.35,0.43,0.2,0.29,0.12,0.34,0.16,0.06,0.43
mscore.csv,0.61,0.41,0.82,0.51,0.56,0.64,1.0,0.59,0.6,0.45,0.5,0.71
nosleepsoftware.csv,0.17,0.02,0.66,0.9,0.23,0.0,0.3,0.12,0.09,0.3,0.22,0.55
openmalaria.csv,0.71,0.53,0.58,0.66,0.6,0.61,0.65,0.96,0.54,0.54,0.47,0.62
popeye-chess.csv,0.41,0.57,0.78,0.0,0.98,0.58,0.54,0.56,0.56,0.61,0.47,0.62
riff-evolve.csv,0.79,0.55,0.54,0.48,0.5,0.64,0.52,0.63,0.96,0.59,0.71,0.65
virtuoso.csv,0.5,0.13,0.38,0.0,0.48,0.0,0.24,0.17,0.24,0.42,0.61,0.96
