,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.85,0.42,0.3,0.47,0.25
aime.csv,0.29,0.74,0.17,0.08,0.92,0.24
badtrinitycore.csv,0.43,0.0,0.3,0.93,0.22,0.3
electric-core.csv,0.57,0.72,0.97,0.2,0.3,0.21
geochat.csv,0.75,0.84,0.41,0.14,0.28,0.91
olsrd.csv,0.74,0.99,0.33,0.23,0.32,0.4
