,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,1.0,0.68,0.56,0.66,0.55,0.31
aime.csv,0.23,0.6,0.13,0.07,0.88,0.31
badtrinitycore.csv,0.36,0.0,0.28,0.91,0.39,0.45
electric-core.csv,0.47,0.57,0.95,0.57,0.58,0.33
geochat.csv,0.76,0.59,0.5,0.4,0.51,0.89
olsrd.csv,0.66,0.99,0.53,0.6,0.64,0.63
