,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.64,0.95,0.34,0.92,0.42,0.57,0.33,0.94,0.51,0.44,0.39,0.57,0.33,0.89,0.5,0.58,0.52,0.44
fbmanager.csv,0.42,0.57,0.52,0.5,0.45,0.47,0.38,0.68,0.56,0.5,0.44,0.8,0.51,0.5,0.53,0.48,0.62,0.51
freenet.csv,0.95,0.52,0.32,0.77,0.49,0.47,0.42,0.86,0.6,0.4,0.49,0.62,0.75,0.95,0.73,0.47,0.58,0.58
geogebra.csv,0.8,0.94,0.73,0.0,0.57,0.54,0.53,0.8,0.94,0.83,0.74,0.86,0.44,0.9,0.94,0.86,0.57,0.77
google-caja.csv,0.31,0.52,0.28,0.36,0.45,0.35,0.38,0.51,0.45,0.33,0.34,0.4,0.38,0.34,0.37,0.36,0.42,0.41
hibernate.csv,0.78,0.84,0.43,0.73,0.51,0.78,0.47,0.87,0.87,0.56,0.75,0.69,0.53,0.93,0.66,0.87,0.73,0.66
illumination.csv,0.96,0.94,0.88,0.9,0.73,0.67,0.98,0.92,0.99,0.92,0.69,0.0,0.64,0.62,0.95,0.88,0.98,0.92
kindb.csv,0.42,0.47,0.39,0.46,0.33,0.44,0.41,0.43,0.42,0.43,0.39,0.39,0.38,0.42,0.42,0.62,0.47,0.44
officefloor.csv,0.95,0.97,0.65,0.72,0.55,0.89,0.56,0.91,0.97,0.78,0.52,0.87,0.47,0.54,0.96,0.92,0.65,0.88
paintown.csv,0.37,0.52,0.5,0.63,0.36,0.39,0.39,0.53,0.46,0.42,0.42,0.48,0.36,0.58,0.56,0.62,0.47,0.51
poormans.csv,0.67,0.64,0.44,0.91,0.41,0.54,0.36,0.96,0.7,0.64,0.62,0.75,0.5,0.0,0.7,0.59,0.72,0.6
qlc.csv,0.67,0.95,0.89,0.88,0.83,0.86,0.96,0.94,0.93,0.89,0.8,0.5,0.67,0.75,0.83,0.5,0.96,0.98
repositorium.csv,0.45,0.8,0.32,0.78,0.41,0.36,0.34,0.97,0.4,0.35,0.35,0.48,0.56,0.91,0.43,0.57,0.47,0.5
sevenupdate.csv,0.35,0.42,0.38,0.44,0.41,0.47,0.41,0.42,0.5,0.38,0.39,0.4,0.44,0.41,0.5,0.33,0.52,0.49
sqlpower-library.csv,0.35,0.43,0.36,0.48,0.43,0.43,0.37,0.45,0.51,0.43,0.37,0.46,0.53,0.49,0.49,0.35,0.47,0.45
triplea.csv,0.36,0.49,0.41,0.5,0.4,0.51,0.39,0.53,0.59,0.5,0.39,0.44,0.28,0.49,0.48,0.47,0.52,0.49
yarp0.csv,0.62,0.58,0.6,0.58,0.5,0.5,0.42,0.52,0.63,0.57,0.59,0.67,0.35,0.47,0.73,0.92,0.61,0.57
