,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.04,0.52,0.62,0.54,0.81,0.86,0.78,0.0,0.06,0.96,0.86,0.36,0.92,0.33,0.4,0.25,0.45,0.37
fbmanager.csv,0.0,0.55,0.61,1.0,0.84,0.92,0.67,0.3,0.02,0.6,0.82,0.3,0.63,0.1,0.25,0.28,0.3,0.28
freenet.csv,0.0,0.54,0.57,0.42,0.76,0.88,0.99,0.25,0.02,0.51,0.78,0.46,0.69,0.1,0.33,0.24,0.38,0.3
geogebra.csv,0.0,0.62,0.82,0.0,0.69,0.92,0.64,0.4,0.07,0.83,0.78,0.57,0.88,0.1,0.53,0.43,0.27,1.0
google-caja.csv,0.01,0.53,0.63,0.62,0.83,0.87,0.69,0.14,0.03,0.6,1.0,0.33,0.79,0.11,0.3,0.23,0.33,0.32
hibernate.csv,0.0,0.6,0.6,0.73,0.72,0.89,0.84,0.16,0.05,0.69,0.82,0.38,0.8,0.29,0.47,0.13,1.0,0.24
illumination.csv,0.0,0.35,0.5,0.6,0.8,1.0,0.5,0.23,0.05,0.77,0.72,0.0,0.64,0.08,0.19,1.0,0.3,0.16
kindb.csv,0.02,0.77,0.7,0.62,0.85,0.94,0.76,0.17,0.05,0.67,0.87,0.36,0.97,0.18,0.5,0.23,0.41,0.44
officefloor.csv,0.05,0.4,0.65,0.52,0.73,0.89,0.58,0.09,1.0,0.5,0.67,0.27,0.68,0.13,0.39,0.17,0.24,0.16
paintown.csv,0.0,0.98,0.59,0.74,0.81,0.87,0.72,0.17,0.04,0.62,0.89,0.32,0.82,0.14,0.32,0.15,0.36,0.32
poormans.csv,0.04,0.48,0.64,0.55,0.89,0.96,0.8,0.08,0.07,0.73,0.85,0.42,1.0,0.0,1.0,0.22,0.48,0.44
qlc.csv,0.0,0.55,0.67,0.62,1.0,1.0,0.81,1.0,0.0,0.33,0.8,0.5,1.0,0.25,0.5,0.0,0.26,0.43
repositorium.csv,0.02,0.4,0.62,0.52,0.77,0.86,0.71,0.03,0.05,0.58,0.82,0.41,0.83,1.0,0.38,0.22,0.38,0.27
sevenupdate.csv,0.0,0.48,0.65,0.53,0.71,1.0,0.7,0.14,0.03,0.52,0.73,0.3,0.68,0.11,0.23,0.21,0.29,0.24
sqlpower-library.csv,0.01,0.53,0.67,0.54,1.0,0.89,0.7,0.15,0.03,0.49,0.83,0.35,0.72,0.14,0.26,0.23,0.31,0.33
triplea.csv,0.0,0.5,1.0,0.61,0.83,0.91,0.7,0.18,0.03,0.54,0.77,0.28,0.86,0.08,0.22,0.26,0.33,0.34
yarp0.csv,0.0,0.74,0.65,0.58,0.89,0.9,0.75,0.17,0.02,0.57,0.74,1.0,0.87,0.1,0.23,0.25,0.3,0.29
