,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,13.0,2.0,0.0,3.0,1.0,2.0,0.0,132.0,32.0,0.0,0.0,2.0,1.0,0.0,15.0,5.0,1.0,7.0
fbmanager.csv,104.0,7.0,2.0,0.0,3.0,0.0,1.0,1.0,462.0,1.0,5.0,2.0,2.0,20.0,25.0,3.0,6.0,2.0
freenet.csv,104.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,385.0,1.0,2.0,1.0,1.0,12.0,13.0,8.0,4.0,8.0
geogebra.csv,104.0,2.0,1.0,64.0,0.0,0.0,2.0,2.0,13.0,1.0,0.0,3.0,0.0,1.0,5.0,3.0,13.0,0.0
google-caja.csv,75.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,172.0,2.0,0.0,10.0,2.0,3.0,13.0,3.0,2.0,0.0
hibernate.csv,104.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,55.0,2.0,3.0,2.0,1.0,3.0,3.0,7.0,0.0,9.0
illumination.csv,104.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,38.0,2.0,5.0,53.0,2.0,8.0,14.0,0.0,7.0,2.0
kindb.csv,28.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,22.0,2.0,0.0,3.0,0.0,3.0,6.0,7.0,2.0,1.0
officefloor.csv,18.0,5.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,0.0,2.0,1.0,2.0,2.0,7.0,43.0,9.0
paintown.csv,104.0,0.0,2.0,1.0,2.0,0.0,4.0,2.0,100.0,4.0,0.0,0.0,0.0,7.0,12.0,4.0,3.0,6.0
poormans.csv,5.0,10.0,0.0,5.0,0.0,0.0,0.0,19.0,23.0,3.0,0.0,0.0,0.0,96.0,0.0,4.0,6.0,1.0
qlc.csv,104.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1376.0,5.0,1.0,1.0,0.0,2.0,1.0,81.0,14.0,2.0
repositorium.csv,33.0,6.0,2.0,1.0,0.0,0.0,3.0,25.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,8.0
sevenupdate.csv,104.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,284.0,6.0,1.0,3.0,2.0,3.0,40.0,7.0,13.0,11.0
sqlpower-library.csv,56.0,3.0,0.0,1.0,0.0,0.0,4.0,26.0,311.0,12.0,1.0,1.0,1.0,7.0,34.0,7.0,10.0,10.0
triplea.csv,104.0,8.0,0.0,0.0,0.0,0.0,2.0,16.0,233.0,2.0,2.0,8.0,2.0,9.0,13.0,2.0,2.0,2.0
yarp0.csv,104.0,4.0,1.0,4.0,0.0,0.0,2.0,2.0,306.0,4.0,4.0,0.0,1.0,3.0,21.0,1.0,10.0,8.0
