,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.68,0.1,0.67,0.27,0.34,0.56,0.56,0.33,0.12,0.46,0.57
gamestone.csv,0.27,0.58,0.26,0.36,0.24,0.0,0.1,0.16,0.02,0.22,0.0
gbif-providertoolkit.csv,0.64,0.0,0.37,0.28,0.53,0.11,0.45,0.41,0.13,0.49,0.61
heekscad.csv,0.76,0.3,0.59,0.48,0.32,0.59,0.54,0.32,0.11,0.43,0.62
igarden.csv,0.63,0.38,0.59,0.44,0.35,0.6,0.52,0.36,0.16,0.36,0.63
levent.csv,0.5,0.0,0.0,0.0,0.34,0.76,0.45,0.0,0.0,0.0,0.62
lportal.csv,0.29,0.0,0.3,0.0,0.13,0.21,0.05,0.3,0.24,0.03,0.35
natpad.csv,0.75,0.32,0.59,0.42,0.26,0.52,0.51,0.22,0.09,0.39,0.69
openmsx.csv,0.7,0.26,0.46,0.47,0.22,0.59,0.28,0.2,0.0,0.5,0.3
owlapi.csv,0.55,0.0,0.34,0.13,0.31,0.62,0.49,0.48,0.06,0.48,0.41
xcsoar.csv,0.73,0.33,0.67,0.44,0.39,0.53,0.48,0.31,0.12,0.41,0.6
