,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.86,0.0,0.0,0.5,0.5,0.35,0.0,0.86,0.77,0.83,0.89,0.86,0.81,0.83,0.92,0.67,0.79
codeblocks.csv,0.35,0.6,0.41,0.44,0.46,0.39,0.71,0.36,0.43,0.53,0.49,0.48,0.79,0.49,0.51,0.4,0.32
ctrlr.csv,0.96,0.0,0.95,0.94,0.8,0.95,0.83,0.92,0.99,0.95,0.97,0.79,0.67,0.96,0.8,0.79,0.92
free-evolution.csv,0.42,0.35,0.46,0.56,0.4,0.44,0.79,0.48,0.51,0.53,0.58,0.47,0.61,0.5,0.51,0.59,0.36
fulguro.csv,0.41,0.44,0.97,0.0,0.35,0.51,0.76,0.7,0.97,0.61,0.65,0.42,0.75,0.8,0.94,0.7,0.34
gisgraphy.csv,0.8,0.0,0.63,0.61,0.75,0.9,0.75,0.44,0.79,0.67,0.68,0.9,0.92,0.86,0.94,0.47,0.74
ipfire-wall.csv,0.46,0.47,0.58,0.75,0.34,0.37,0.76,0.42,0.7,0.41,0.78,0.69,0.47,0.65,0.58,0.44,0.35
jruby.csv,0.87,0.26,0.62,0.78,0.44,0.43,0.83,0.57,0.85,0.73,0.69,0.54,0.5,0.6,0.66,0.92,0.62
l2j.csv,0.45,0.49,0.4,0.42,0.4,0.37,0.5,0.39,0.45,0.4,0.47,0.44,0.49,0.51,0.65,0.46,0.37
ldview.csv,0.5,0.42,0.97,0.69,0.52,0.54,0.92,0.37,0.47,0.61,0.78,0.48,0.62,0.59,0.65,0.64,0.4
libmesh.csv,0.72,0.0,0.59,0.59,0.95,0.61,0.88,0.68,0.76,0.81,0.57,0.58,0.8,0.9,0.84,0.76,0.85
red5.csv,0.35,0.45,0.44,0.49,0.42,0.46,0.48,0.38,0.43,0.58,0.55,0.44,0.39,0.46,0.49,0.41,0.31
t-2.csv,0.62,0.65,0.43,0.53,0.85,0.47,0.88,0.59,0.78,0.95,0.52,0.52,0.62,0.71,0.63,0.63,0.39
tencompetence.csv,0.82,0.99,0.93,0.67,0.88,0.89,0.79,0.86,0.62,0.55,0.77,0.93,0.69,0.74,0.68,0.7,0.71
vdsf.csv,0.44,0.99,0.47,0.66,0.36,0.47,0.61,0.36,0.6,0.51,0.52,0.55,0.41,0.5,0.49,0.51,0.34
xbrlapi.csv,0.48,0.0,0.91,0.55,0.45,0.5,0.83,0.57,1.0,0.48,0.93,0.86,0.98,0.5,0.99,0.5,0.69
xcf.csv,0.47,0.47,0.5,0.44,0.53,0.41,0.71,0.35,0.47,0.55,0.54,0.43,0.73,0.44,0.56,0.45,0.37
