,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.12,0.0,0.0,0.36,0.04,0.41,0.0,0.4,0.1,0.16,0.14,0.15,0.31,0.09,0.37,0.0,0.44
codeblocks.csv,0.55,0.21,0.79,0.55,0.61,0.34,0.21,0.51,0.34,0.52,0.35,0.6,0.31,0.4,0.29,0.19,0.48
ctrlr.csv,0.4,0.0,0.16,0.37,0.12,0.2,0.61,0.13,0.31,0.5,0.17,0.47,0.45,0.25,0.6,0.15,0.4
free-evolution.csv,0.55,0.16,0.7,0.38,0.59,0.36,0.17,0.33,0.26,0.13,0.4,0.69,0.62,0.88,0.63,0.14,0.45
fulguro.csv,0.66,0.12,0.26,0.0,0.69,0.31,0.36,0.37,0.12,0.31,0.29,0.61,0.5,0.55,0.48,0.32,0.43
gisgraphy.csv,0.13,0.0,0.59,0.49,0.17,0.13,0.45,0.35,0.28,0.43,0.3,0.29,0.07,0.08,0.01,0.14,0.71
ipfire-wall.csv,0.52,0.25,0.39,0.08,0.67,0.42,0.17,0.68,0.14,0.29,0.2,0.46,0.61,0.71,0.54,0.28,0.25
jruby.csv,0.31,0.16,0.42,0.2,0.66,0.38,0.07,0.56,0.14,0.11,0.34,0.55,0.75,0.79,0.62,0.17,0.33
l2j.csv,0.58,0.14,0.7,0.47,0.64,0.34,0.27,0.44,0.22,0.26,0.4,0.7,0.78,0.47,0.53,0.23,0.51
ldview.csv,0.46,0.22,0.35,0.64,0.49,0.39,0.12,0.48,0.28,0.51,0.36,0.58,0.49,0.44,0.17,0.17,0.54
libmesh.csv,0.38,0.0,0.69,0.43,0.35,0.29,0.14,0.17,0.38,0.52,0.38,0.5,0.37,0.13,0.41,0.11,0.48
red5.csv,0.64,0.16,0.82,0.53,0.67,0.32,0.45,0.52,0.26,0.56,0.4,0.63,0.77,0.86,0.49,0.22,0.52
t-2.csv,0.47,0.21,0.81,0.44,0.41,0.32,0.21,0.4,0.43,0.54,0.43,0.59,0.56,0.45,0.63,0.19,0.42
tencompetence.csv,0.49,0.25,0.14,0.08,0.27,0.24,0.22,0.5,0.13,0.51,0.21,0.26,0.55,0.67,0.81,0.27,0.17
vdsf.csv,0.69,0.27,0.81,0.5,0.65,0.35,0.29,0.53,0.15,0.51,0.3,0.47,0.8,0.88,0.77,0.29,0.39
xbrlapi.csv,0.71,0.0,0.16,0.37,0.57,0.31,0.15,0.44,0.17,0.27,0.13,0.42,0.28,0.03,0.41,0.33,0.29
xcf.csv,0.42,0.21,0.53,0.46,0.49,0.37,0.29,0.59,0.23,0.43,0.32,0.81,0.35,0.46,0.44,0.27,0.46
