,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.63,0.15,0.0,0.9,0.5,0.17,0.1,0.43,0.12,0.11,0.13,0.92,0.16
cuberok.csv,0.16,0.36,1.0,0.95,0.95,0.43,0.71,0.57,0.54,0.46,0.54,0.46,0.16
exist.csv,0.21,0.45,0.8,0.72,0.45,0.34,0.3,0.36,0.99,0.25,0.35,0.5,0.26
google-web-toolkit.csv,0.26,0.63,0.4,0.41,0.59,0.35,0.23,0.5,0.65,0.21,1.0,0.42,0.42
gwanted.csv,0.26,0.08,0.4,1.0,0.09,0.05,0.3,0.89,0.16,0.0,0.82,0.04,0.05
ivatamasks.csv,0.95,0.97,1.0,0.79,0.55,0.5,0.81,0.54,0.64,0.79,0.67,0.67,0.58
ivataopenportal.csv,0.11,0.4,0.6,0.72,0.55,0.97,0.53,0.68,0.76,0.39,0.54,0.42,0.68
jaxen.csv,0.0,0.05,1.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.03,0.0,0.0
rockbox.csv,0.89,0.48,0.6,0.72,0.86,0.51,0.61,0.61,0.59,0.61,0.65,0.67,0.95
rodin-b-sharp.csv,0.47,0.3,0.0,0.9,0.05,0.15,0.98,0.14,0.21,0.21,0.13,0.04,0.0
tcl.csv,0.63,0.21,0.2,0.97,0.27,0.25,0.24,0.25,0.2,0.54,0.22,0.25,0.26
umber.csv,1.0,0.42,0.0,0.85,0.32,0.32,0.08,0.14,0.04,0.46,0.23,0.21,0.11
wheat.csv,0.11,0.35,0.4,0.0,0.5,0.43,0.37,0.07,0.64,1.0,0.4,0.62,0.63
