,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.67,0.94,0.83,0.37,0.78,0.79,0.97,0.81,0.94,0.88,0.98,0.95,0.88
cuberok.csv,0.75,0.5,0.4,0.38,0.57,0.68,0.5,0.51,0.49,0.5,0.45,0.82,0.86
exist.csv,0.59,0.58,0.61,0.3,0.42,0.53,0.53,0.57,0.44,0.59,0.52,0.63,0.5
google-web-toolkit.csv,0.67,0.49,0.54,0.47,0.67,0.55,0.74,0.69,0.47,0.88,0.51,0.76,0.5
gwanted.csv,0.46,0.88,0.45,0.37,0.8,0.89,0.83,0.96,0.97,0.0,0.45,0.5,0.0
ivatamasks.csv,0.38,0.43,0.42,0.31,0.41,0.41,0.4,0.48,0.38,0.33,0.41,0.49,0.45
ivataopenportal.csv,0.75,0.79,0.56,0.33,0.64,0.58,0.55,0.57,0.41,0.61,0.53,0.68,0.51
jaxen.csv,0.0,0.8,0.8,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.88,0.0,0.0
rockbox.csv,0.42,0.59,0.41,0.33,0.39,0.47,0.42,0.41,0.44,0.41,0.39,0.5,0.5
rodin-b-sharp.csv,0.69,0.72,0.83,0.39,0.67,0.96,0.68,0.95,0.97,0.85,0.98,0.95,0.0
tcl.csv,0.44,0.97,0.95,0.53,0.62,0.93,0.92,0.93,0.97,0.52,0.9,0.86,0.92
umber.csv,0.58,0.59,0.0,0.33,0.73,0.72,0.97,0.94,0.89,0.5,0.78,0.88,0.83
wheat.csv,0.58,0.58,0.57,0.0,0.38,0.53,0.62,0.81,0.47,0.48,0.64,0.53,0.56
