,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.31,0.19,0.25,0.46,0.12,0.16,0.28,0.25
apolloplayer.csv,0.7,0.3,0.54,0.22,0.62,0.6,0.42,0.37
k3d.csv,0.29,0.03,0.09,0.76,0.0,0.13,0.15,0.28
kowari.csv,0.56,0.22,0.03,0.62,0.38,0.47,0.21,0.21
redshell.csv,0.32,0.34,0.77,0.24,0.38,0.82,0.37,0.43
rtb-team.csv,0.02,0.22,0.12,0.14,0.0,0.06,0.18,0.17
xreal.csv,0.13,0.46,0.08,0.05,0.12,0.45,0.53,0.01
