,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.2,0.38,0.81,0.99,0.62,0.09,0.77,0.67,0.08,0.58,0.58,0.55,0.67,0.42
autowikibrowser.csv,0.32,0.37,0.8,0.5,0.67,0.18,0.83,0.77,0.23,0.56,0.67,1.0,0.72,0.89
cities3d.csv,0.47,0.8,0.33,0.32,0.71,1.0,0.7,0.67,0.11,0.47,0.4,0.62,0.86,0.58
kmatplot.csv,1.0,0.43,0.5,0.49,0.79,0.12,1.0,0.7,0.2,0.78,0.67,0.67,0.73,0.74
libarchive.csv,0.35,0.52,1.0,0.49,0.69,0.19,0.81,0.74,0.21,0.56,0.5,0.62,0.78,0.98
lphant.csv,0.48,0.44,0.69,0.4,0.73,0.15,0.84,0.77,0.17,0.51,1.0,0.55,0.72,0.72
mob-sen-plat.csv,0.23,0.36,1.0,0.37,0.63,0.07,0.79,0.67,0.19,0.51,0.42,0.61,0.66,0.58
mscore.csv,0.16,0.36,0.69,0.41,0.66,0.16,0.74,0.98,0.18,0.45,0.53,0.56,0.76,0.4
pidgin.csv,0.19,0.41,0.64,0.41,0.63,0.1,1.0,0.67,0.19,0.55,0.4,0.5,0.6,0.5
quickfast.csv,0.22,0.47,0.5,0.39,0.72,0.14,0.74,0.64,0.23,0.53,0.43,0.49,1.0,0.5
raygina.csv,0.22,1.0,0.67,0.47,0.67,0.18,0.75,0.64,0.21,0.59,0.44,0.52,0.69,0.42
riff-evolve.csv,0.26,0.42,0.71,0.43,0.68,0.14,0.71,0.7,0.19,1.0,0.48,0.57,0.79,0.43
upp-mirror.csv,0.46,0.53,0.67,0.56,1.0,0.07,0.82,0.74,0.22,0.76,0.75,0.52,0.82,0.83
wishmaster.csv,0.17,0.21,0.65,0.44,0.68,0.08,0.66,0.57,1.0,0.54,0.41,0.46,0.8,0.4
