,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.56,0.5,0.41,0.63,0.41,0.42,0.48,0.48,0.92,0.51,0.39,0.43,0.78,0.54
autowikibrowser.csv,0.46,0.39,0.7,0.4,0.31,0.5,0.35,0.43,0.37,0.52,0.53,0.45,0.4,0.83
cities3d.csv,0.95,0.8,0.83,0.53,0.93,0.97,0.89,0.91,0.89,0.51,0.9,0.92,0.86,0.85
kmatplot.csv,0.89,0.86,0.5,1.0,0.96,0.99,0.88,0.88,0.9,0.89,0.67,0.92,0.91,0.68
libarchive.csv,0.52,0.44,0.9,0.45,0.37,0.58,0.43,0.45,0.39,0.63,0.56,0.46,0.52,0.53
lphant.csv,0.76,0.52,0.4,0.47,0.5,0.62,0.37,0.67,0.48,0.73,0.55,0.53,0.52,0.58
mob-sen-plat.csv,0.52,0.36,0.35,0.45,0.38,0.37,0.31,0.4,0.44,0.39,0.37,0.41,0.34,0.53
mscore.csv,0.44,0.45,0.69,0.57,0.38,0.5,0.36,0.46,0.38,0.72,0.8,0.59,0.39,0.68
pidgin.csv,0.41,0.39,0.42,0.48,0.43,0.37,0.39,0.44,0.39,0.5,0.4,0.4,0.45,0.47
quickfast.csv,0.42,0.35,0.65,0.47,0.34,0.55,0.41,0.47,0.44,0.44,0.37,0.37,0.38,0.56
raygina.csv,0.6,0.64,0.89,0.63,0.67,0.57,0.43,0.56,0.56,0.74,0.56,0.52,0.54,0.46
riff-evolve.csv,0.46,0.45,0.62,0.57,0.4,0.59,0.41,0.52,0.42,0.57,0.62,0.43,0.41,0.47
upp-mirror.csv,0.86,0.63,0.83,0.99,0.45,0.99,0.49,0.66,0.52,0.94,0.88,0.72,0.64,0.92
wishmaster.csv,0.67,0.93,0.7,0.74,0.56,0.9,0.64,0.74,0.92,0.96,0.76,0.62,0.9,0.65
