,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.51,0.39,0.66,0.56,0.78,0.67,0.35,0.16,0.76,0.7,0.78,0.59,0.65,0.79,0.32
cornerstone.csv,0.06,0.27,0.59,0.04,0.76,0.68,0.13,0.13,0.53,0.65,0.2,0.26,0.72,0.76,0.0
esmf.csv,0.48,0.51,0.32,0.57,0.82,0.62,0.16,0.19,0.87,0.51,0.82,0.63,0.31,0.76,0.29
frogatto.csv,0.55,0.4,0.73,0.58,0.83,0.64,0.33,0.17,0.79,0.54,0.91,0.66,0.63,0.85,0.38
gretl.csv,0.44,0.33,0.73,0.59,0.77,0.65,0.2,0.19,0.82,0.53,0.73,0.63,0.69,0.82,0.38
kindb.csv,0.57,0.32,0.68,0.55,0.6,0.65,0.33,0.19,0.34,0.0,0.62,0.6,0.54,0.87,0.34
libtorrent.csv,0.48,0.46,0.6,0.6,0.85,0.67,0.2,0.16,0.84,0.39,0.82,0.51,0.67,0.84,0.29
mia.csv,0.48,0.24,0.09,0.44,0.3,0.54,0.21,0.3,0.41,0.37,0.67,0.26,0.0,0.77,0.22
open-beos.csv,0.48,0.45,0.67,0.62,0.74,0.43,0.16,0.21,0.88,0.41,0.64,0.58,0.56,0.86,0.22
pidgin.csv,0.46,0.39,0.72,0.55,0.77,0.63,0.26,0.2,0.68,0.08,0.61,0.58,0.7,0.69,0.27
quantlib.csv,0.52,0.34,0.76,0.57,0.84,0.38,0.12,0.0,0.91,0.0,0.84,0.17,0.0,0.81,0.46
riff-evolve.csv,0.43,0.41,0.68,0.51,0.72,0.62,0.41,0.25,0.46,0.32,0.6,0.7,0.68,0.6,0.19
tokratan.csv,0.58,0.43,0.34,0.55,0.81,0.56,0.4,0.17,0.81,0.57,0.8,0.65,0.46,0.88,0.2
upp-mirror.csv,0.33,0.37,0.7,0.43,0.61,0.38,0.17,0.22,0.46,0.17,0.64,0.47,0.5,0.65,0.54
wxcrp.csv,0.55,0.33,0.52,0.57,0.81,0.68,0.22,0.15,0.72,0.51,0.66,0.64,0.51,0.77,0.23
