,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.74,0.7,0.67,0.71,0.74,0.8,0.8,0.83,0.67,0.7,0.69,0.76,0.64,0.76,0.71
cornerstone.csv,0.03,0.18,0.5,0.02,0.7,0.67,0.13,0.17,0.37,0.7,0.11,0.16,0.67,0.65,0.0
esmf.csv,0.94,0.64,0.23,0.9,0.91,0.82,0.47,0.28,0.91,0.9,0.77,0.78,0.25,0.88,0.79
frogatto.csv,0.87,0.85,0.77,0.8,0.93,0.76,0.8,1.0,0.72,0.65,0.96,1.0,0.56,0.97,0.83
gretl.csv,0.65,0.61,0.89,0.75,0.75,0.69,1.0,0.72,0.75,0.6,0.62,0.73,0.97,0.74,0.62
kindb.csv,0.81,0.27,0.72,0.64,0.44,0.82,0.8,0.89,0.21,0.0,0.46,0.75,0.42,0.82,0.38
libtorrent.csv,1.0,0.91,0.55,0.78,0.98,0.9,1.0,0.67,0.79,0.4,0.74,0.47,0.72,0.91,0.75
mia.csv,0.52,0.18,0.05,0.41,0.2,0.51,0.13,0.56,0.27,0.25,0.56,0.2,0.0,0.79,0.21
open-beos.csv,0.87,0.52,0.64,0.63,0.65,0.37,0.33,0.39,0.88,0.4,0.47,0.52,0.44,1.0,0.42
pidgin.csv,0.77,0.45,0.86,0.6,0.71,0.8,0.6,0.67,0.55,0.05,0.46,0.62,0.67,0.53,0.5
quantlib.csv,0.71,1.0,1.0,1.0,1.0,0.31,0.07,0.0,1.0,0.0,0.82,0.12,0.0,1.0,0.67
riff-evolve.csv,0.42,0.48,0.62,0.43,0.6,0.67,0.73,0.72,0.3,0.2,0.43,0.67,0.58,0.44,0.17
tokratan.csv,0.61,0.85,0.22,0.66,0.93,0.51,0.73,1.0,0.74,0.6,0.73,0.82,0.31,0.94,0.17
upp-mirror.csv,0.26,0.58,0.66,0.41,0.5,0.29,0.27,0.61,0.31,0.1,0.51,0.42,0.42,0.5,0.67
wxcrp.csv,0.61,0.88,0.5,0.96,0.93,0.9,1.0,0.89,0.6,0.95,0.54,0.96,0.47,0.91,0.38
