,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.28,1.0,0.49,0.13,0.31,0.32
aztec.csv,0.42,0.21,0.15,0.03,0.11,0.76
mplayer-ce.csv,0.88,0.92,0.71,0.56,0.75,0.33
qmmp.csv,0.57,0.4,0.56,0.21,0.69,0.98
synergyspace.csv,0.0,0.02,0.27,0.05,0.13,0.22
xtreemfs.csv,0.88,0.64,0.32,0.15,0.23,0.97
