,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.79,0.56,0.78,0.05,0.88,0.93,0.85,0.43,0.9,0.77
arsenal-1.csv,0.73,0.8,0.04,0.87,0.67,0.94,0.97,0.75,0.76,0.98
barracudamvc.csv,0.05,1.0,1.0,0.84,0.86,0.71,0.96,0.98,0.87,1.0
irplus.csv,0.83,0.67,0.73,0.74,0.6,0.77,0.08,0.44,0.72,0.89
lite.csv,0.79,0.69,0.88,0.46,0.94,0.83,0.92,0.02,0.93,0.92
mumble.csv,0.79,0.62,0.96,0.62,0.04,0.76,0.63,0.46,0.95,0.81
ontopia.csv,0.85,0.97,0.9,0.9,0.83,0.07,0.84,0.92,0.87,0.94
openintents.csv,0.77,0.04,1.04,0.44,0.64,0.76,0.58,0.51,0.85,0.8
ta3d.csv,0.96,0.8,1.01,0.78,0.63,0.95,0.53,0.94,0.59,0.07
tweetsharp.csv,0.69,0.55,0.85,0.81,0.88,0.46,0.76,0.88,0.14,0.77
