,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.0,1.0,0.11,0.14,0.67,0.22,1.0,0.06,1.0
buddata-ebxml-registry.csv,0.03,0.82,0.11,0.32,0.6,0.3,0.17,0.08,1.0
continuum-ide.csv,0.0,0.0,0.17,0.47,0.6,1.0,0.57,0.2,1.0
gtad.csv,1.0,0.0,0.0,0.33,1.0,0.5,0.43,0.0,0.0
htmlunit.csv,0.0,0.75,0.0,1.0,0.92,0.46,0.22,0.5,0.9
jsr308-langtools.csv,0.05,0.94,0.05,0.53,1.0,0.29,0.25,0.17,1.0
kaffeine.csv,0.03,1.0,0.11,0.32,0.6,0.3,0.17,0.08,0.98
stemkit.csv,0.0,0.71,0.14,0.32,0.45,0.2,0.08,1.0,0.83
taokgame.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.24,0.0,0.83
