,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.13,0.0,0.2,0.13,0.05,0.18,0.0,0.22,0.0
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.99,1.0,1.0,0.96,1.0,0.0
continuum-ide.csv,0.08,0.0,0.12,0.18,0.1,0.0,0.03,0.06,0.0
gtad.csv,0.0,0.0,0.09,0.05,0.0,0.03,0.04,0.04,0.0
htmlunit.csv,0.45,0.18,0.15,0.0,0.05,0.18,0.06,0.01,1.0
jsr308-langtools.csv,0.28,0.09,0.49,0.19,0.0,0.64,0.22,0.07,0.0
kaffeine.csv,1.0,0.0,1.0,0.97,1.0,1.0,0.94,0.96,0.25
stemkit.csv,0.44,0.91,0.15,0.28,0.3,0.1,0.33,0.0,0.5
taokgame.csv,0.04,0.0,0.0,0.0,0.05,0.0,0.12,0.01,0.75
