,recall,precision,pf,pci_20,ifa,wins
applet2app.csv,0.6699999999999999,0.5800000000000001,0.395,0.44,0.0,11
autowikibrowser.csv,0.685,0.635,0.46499999999999997,0.365,1.5,8
cities3d.csv,0.23,0.39,0.165,0.635,2.0,4
kmatplot.csv,0.325,0.53,0.27,0.54,2.0,6
libarchive.csv,0.84,0.52,0.74,0.35,3.5,0
lphant.csv,0.58,0.65,0.26,0.39,1.0,10
mob-sen-plat.csv,0.675,0.475,0.48,0.43,1.5,5
mscore.csv,0.86,0.525,0.69,0.385,2.0,3
pidgin.csv,0.525,0.46499999999999997,0.375,0.585,1.5,7
quickfast.csv,0.8049999999999999,0.45999999999999996,0.62,0.395,2.0,1
raygina.csv,0.47,0.5,0.355,0.5,3.0,2
riff-evolve.csv,0.605,0.665,0.3,0.47,0.0,13
upp-mirror.csv,0.305,0.52,0.215,0.75,2.0,9
wishmaster.csv,0.43,0.605,0.28500000000000003,0.695,1.0,12
