,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.45,0.53,0.91,0.52,0.59,0.43,0.73,0.62,0.78,0.45,0.56,0.51,0.5,0.5
autowikibrowser.csv,0.45,0.58,0.65,0.65,0.68,0.71,0.46,0.52,0.68,0.67,0.4,0.4,0.65,0.49
cities3d.csv,0.65,0.96,0.85,0.73,0.79,0.47,0.99,0.61,1.0,0.76,0.8,0.57,1.0,0.96
kmatplot.csv,0.34,0.85,0.76,0.7,0.79,0.54,0.82,0.8,1.0,0.72,0.61,0.66,0.87,0.67
libarchive.csv,0.63,0.79,0.35,0.9,0.76,0.95,0.83,0.56,0.81,0.8,0.65,0.6,0.75,0.39
lphant.csv,0.46,0.65,0.73,0.56,0.53,0.48,0.5,0.48,0.66,0.71,0.36,0.45,0.48,0.5
mob-sen-plat.csv,0.62,0.72,0.35,0.76,0.65,0.45,0.52,0.6,0.59,0.76,0.68,0.76,0.58,0.51
mscore.csv,0.69,0.95,0.7,0.9,0.98,0.58,0.51,0.42,0.75,0.73,0.76,0.54,0.71,0.61
pidgin.csv,0.81,0.67,0.85,0.62,0.74,0.43,0.46,0.53,0.7,0.57,0.67,0.73,0.67,0.74
quickfast.csv,0.59,0.6,0.66,0.62,0.69,0.85,0.65,0.68,0.64,0.71,0.88,0.94,0.35,0.66
raygina.csv,0.67,0.47,1.0,0.72,0.89,0.69,0.72,0.58,0.63,0.8,0.91,0.63,0.66,0.91
riff-evolve.csv,0.48,0.64,0.91,0.53,0.54,0.4,0.44,0.62,0.86,0.41,0.46,0.51,0.48,0.64
upp-mirror.csv,0.65,0.82,0.88,0.66,0.45,0.95,0.73,0.68,0.81,0.62,0.88,0.72,0.72,0.83
wishmaster.csv,0.61,0.79,0.84,0.71,0.58,0.64,0.83,0.61,0.41,0.79,0.6,0.65,0.54,0.9
