,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.35,0.4,0.0,0.32,0.44,0.33,0.72,0.11,0.44,0.39,0.52,0.35,0.41,0.44
autowikibrowser.csv,0.42,0.51,0.15,0.62,0.66,0.66,0.34,0.39,0.52,0.52,0.24,0.24,0.62,0.26
cities3d.csv,0.29,0.05,0.1,0.64,0.2,0.28,0.03,0.14,0.0,0.19,0.21,0.28,0.0,0.0
kmatplot.csv,0.28,0.14,0.75,0.64,0.32,0.52,0.06,0.26,0.03,0.24,0.55,0.43,0.06,0.0
libarchive.csv,0.61,0.79,0.3,0.89,0.73,0.95,0.83,0.51,0.8,0.76,0.61,0.57,0.75,0.22
lphant.csv,0.25,0.58,0.1,0.36,0.32,0.4,0.25,0.25,0.43,0.16,0.27,0.41,0.22,0.16
mob-sen-plat.csv,0.56,0.7,0.25,0.73,0.56,0.2,0.28,0.55,0.41,0.72,0.61,0.3,0.09,0.25
mscore.csv,0.69,0.95,0.7,0.9,0.98,0.54,0.44,0.25,0.69,0.72,0.73,0.52,0.59,0.59
pidgin.csv,0.67,0.3,0.0,0.44,0.41,0.25,0.36,0.26,0.56,0.45,0.39,0.26,0.19,0.56
quickfast.csv,0.48,0.51,0.65,0.49,0.54,0.81,0.62,0.66,0.62,0.48,0.88,0.93,0.28,0.63
raygina.csv,0.57,0.35,0.05,0.17,0.22,0.43,0.36,0.45,0.26,0.11,0.91,0.35,0.44,0.91
riff-evolve.csv,0.37,0.3,0.0,0.42,0.39,0.3,0.19,0.08,0.34,0.24,0.33,0.3,0.25,0.09
upp-mirror.csv,0.28,0.3,0.0,0.3,0.37,0.06,0.17,0.19,0.21,0.39,0.18,0.22,0.44,0.13
wishmaster.csv,0.27,0.23,0.3,0.51,0.41,0.52,0.03,0.36,0.3,0.41,0.12,0.13,0.19,0.01
