,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.86,0.69,0.6,0.37,0.31,0.5,0.67,0.83,1.0
bzbyte.csv,0.04,0.0,0.52,0.05,0.0,0.88,0.49,0.39,0.0
encog-java.csv,0.3,0.07,0.13,0.07,0.17,0.38,0.09,0.22,0.23
galaxium.csv,0.89,0.69,0.79,0.93,0.2,0.94,0.16,0.83,0.31
h2database.csv,0.33,0.24,0.12,0.28,0.08,0.44,0.1,0.22,0.08
haphazard.csv,0.33,0.25,0.52,0.42,0.17,0.31,0.74,0.39,0.54
jaql.csv,0.65,0.41,0.13,0.25,0.21,0.4,0.32,0.5,0.08
raven-monitoring.csv,0.68,0.49,0.27,0.22,0.11,0.67,0.71,0.5,0.15
v8.csv,0.24,0.28,0.79,0.76,0.85,0.52,0.59,0.22,0.15
