,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.49,0.8,0.35,0.7,0.43
chaperon.csv,0.88,0.91,0.65,0.88,0.75
mule.csv,0.39,0.94,0.57,0.53,0.36
springside.csv,0.38,0.44,0.37,0.43,0.41
swtfox.csv,0.97,0.72,0.82,0.9,0.88
