,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.64,0.98,0.97,0.77,0.12
chaperon.csv,0.78,0.81,0.73,0.08,1.02
mule.csv,0.55,0.86,0.83,0.35,0.5
springside.csv,0.57,0.45,0.78,0.45,0.61
swtfox.csv,0.9,0.75,0.49,0.53,1.18
