,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.14,0.32,0.37,0.68,0.69
intact.csv,0.29,0.26,0.0,0.3,0.7
miranda-icq.csv,0.0,0.26,0.29,0.3,0.48
ofbiz.csv,0.64,0.77,0.96,0.32,0.36
roolo.csv,0.71,0.84,0.66,0.22,0.87
