,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.84,0.4,0.56,0.85,0.64
intact.csv,0.54,0.63,0.0,0.3,0.88
miranda-icq.csv,0.46,0.47,0.63,0.35,0.61
ofbiz.csv,0.68,0.73,0.94,0.4,0.78
roolo.csv,0.75,0.77,0.73,0.8,0.86
