,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.98,0.34,0.34,0.4,0.66
intact.csv,0.93,0.5,0.0,0.35,0.72
miranda-icq.csv,1.0,0.42,0.43,0.39,0.72
ofbiz.csv,0.89,0.28,0.25,0.4,0.82
roolo.csv,0.89,0.27,0.28,0.67,0.67
