,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.39,0.6,0.65,0.45,0.42
intact.csv,0.47,0.61,0.0,0.59,0.39
miranda-icq.csv,0.51,0.61,0.57,0.72,0.41
ofbiz.csv,0.41,0.38,0.4,0.55,0.46
roolo.csv,0.46,0.4,0.46,0.75,0.42
