,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.5,0.98,0.81,0.46,0.65,0.8,0.82,0.8,0.96,0.8,0.92,0.61,0.75,0.83,0.56,0.38,0.8,0.44,0.9,0.49
alleg.csv,0.61,0.55,0.56,0.53,0.61,0.51,0.64,0.41,0.53,0.56,0.49,0.53,0.45,0.36,0.57,0.37,0.5,0.5,0.42,0.59
biodwh.csv,0.43,0.46,0.43,0.82,0.0,0.94,0.98,0.76,0.95,0.8,0.86,0.43,0.42,0.91,0.49,0.91,0.92,0.47,0.88,0.68
factor.csv,0.5,0.0,0.0,0.8,0.67,0.0,0.8,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.54,0.0,0.75
iaml.csv,0.61,0.63,0.43,0.51,0.72,0.86,0.57,0.47,0.56,0.53,0.65,0.56,0.49,0.83,0.7,0.4,0.49,0.48,0.53,0.52
icescrum.csv,0.57,0.72,0.67,0.48,0.8,0.44,0.59,0.74,0.71,0.5,0.9,0.55,0.85,0.58,0.57,0.38,0.44,0.67,0.43,0.89
jbasic.csv,0.57,0.98,0.71,0.58,0.48,0.55,0.9,0.66,0.7,0.52,0.47,0.79,0.48,0.88,0.44,0.62,0.96,0.8,0.4,0.83
jcache.csv,0.47,0.51,0.48,0.44,0.5,0.93,0.54,0.56,0.59,0.82,0.65,0.57,0.7,0.48,0.96,0.35,0.8,0.75,0.5,0.44
ktc.csv,0.5,0.63,0.46,0.54,0.53,0.84,0.56,0.87,0.62,0.5,0.56,0.5,0.61,0.45,0.43,0.45,0.54,0.6,0.64,0.78
moast.csv,0.38,0.44,0.43,0.44,0.38,0.6,0.42,0.43,0.48,0.41,0.42,0.35,0.44,0.38,0.43,0.34,0.58,0.81,0.45,0.54
natpad.csv,0.54,0.64,0.8,0.58,0.63,0.69,0.63,0.72,0.68,0.54,0.76,0.76,0.67,0.64,0.75,0.44,0.58,0.63,0.57,0.79
nebuladevice.csv,0.71,0.91,0.83,0.75,0.88,0.74,0.8,0.86,0.95,0.75,0.9,0.93,0.94,0.8,0.94,0.92,0.6,0.88,0.71,0.0
nosleepsoftware.csv,0.79,0.8,0.75,0.72,0.0,0.6,0.7,0.91,0.92,0.67,0.62,0.73,0.88,0.86,0.92,0.72,0.44,0.8,0.92,0.8
pixel-commandos.csv,0.93,0.83,0.0,0.0,0.5,0.0,0.5,0.67,0.86,0.67,0.0,0.0,0.67,0.0,0.83,0.5,0.0,0.5,0.0,0.0
riff-evolve.csv,0.39,0.49,0.63,0.61,0.46,0.59,0.54,0.55,0.47,0.44,0.56,0.4,0.5,0.36,0.38,0.4,0.51,0.52,0.43,0.52
rosegarden.csv,0.59,0.67,0.67,0.52,0.59,0.65,0.78,0.67,0.61,0.46,0.71,0.6,0.57,0.48,0.64,0.54,0.65,0.62,0.57,0.78
smarttag.csv,0.67,0.98,0.57,0.5,0.77,0.96,0.92,0.96,0.75,0.9,0.91,0.68,0.54,0.89,0.96,0.9,0.86,0.75,0.75,0.86
wxcode.csv,0.92,0.92,0.0,0.89,0.0,0.67,0.93,0.96,0.83,0.5,0.83,0.75,0.5,0.0,0.95,0.9,0.89,0.86,0.0,0.67
xined.csv,0.97,0.98,0.0,0.56,0.75,0.64,0.72,0.8,0.96,0.89,0.86,0.83,0.75,0.42,0.65,0.77,0.65,0.45,0.6,0.92
zemljanka.csv,0.36,0.4,0.44,0.44,0.4,0.46,0.41,0.42,0.43,0.41,0.4,0.31,0.43,0.32,0.39,0.38,0.45,0.38,0.43,0.52
