,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.6,0.27,0.25,0.81,0.5,0.16,0.41,0.48,0.87,0.3,0.86,0.47,0.5,0.37,0.22,0.67,0.02,1.0,0.14,0.68
alleg.csv,0.4,0.43,0.44,0.71,0.43,0.98,0.22,0.64,0.33,0.2,0.57,0.27,0.5,0.58,0.17,0.67,0.52,0.66,0.6,0.35
biodwh.csv,0.83,0.76,1.0,0.19,0.0,0.1,0.28,0.49,0.27,0.2,0.57,0.6,1.0,0.26,0.36,0.92,0.13,0.95,0.19,0.5
factor.csv,0.01,0.0,0.0,0.06,0.07,0.0,0.04,0.18,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.09
iaml.csv,0.43,0.44,0.38,0.83,0.21,0.24,0.97,0.47,0.53,0.3,0.29,0.33,0.5,0.37,0.29,0.75,0.89,0.34,0.74,0.47
icescrum.csv,0.52,0.44,0.12,0.49,0.21,0.94,0.21,0.26,0.33,0.3,0.29,0.67,0.5,1.0,0.2,0.58,0.95,0.12,1.0,0.15
jbasic.csv,0.49,0.21,0.0,1.0,0.64,0.34,0.17,0.37,0.3,0.6,0.57,0.2,0.75,0.26,0.94,0.33,0.11,0.2,0.56,0.24
jcache.csv,0.66,0.53,0.5,0.79,0.21,0.11,0.39,0.45,0.57,0.4,0.71,0.33,0.5,0.58,0.1,0.92,0.02,0.24,0.0,1.0
ktc.csv,0.96,0.46,0.5,0.32,0.36,0.19,0.49,0.24,0.53,0.7,1.0,0.4,0.75,0.79,0.9,0.75,0.66,0.29,0.4,0.24
moast.csv,0.94,0.91,1.0,0.73,1.0,0.4,0.89,0.56,0.8,1.0,1.0,0.93,1.0,0.74,1.0,0.75,0.48,0.05,0.63,0.79
natpad.csv,0.59,0.55,0.38,0.4,0.5,0.57,0.47,0.47,0.57,0.5,0.86,0.33,0.75,0.47,0.41,0.5,0.55,0.59,0.98,0.32
nebuladevice.csv,0.4,0.31,0.19,0.17,0.14,0.19,0.18,0.07,0.27,0.1,0.43,0.93,0.25,0.21,0.03,0.17,0.21,0.12,0.3,0.03
nosleepsoftware.csv,0.28,0.23,1.0,0.4,0.0,0.32,0.15,0.09,0.23,0.0,0.57,0.27,0.0,0.16,0.02,0.42,0.31,0.12,0.19,0.12
pixel-commandos.csv,0.1,0.05,0.0,0.0,0.07,0.0,0.0,0.02,0.07,0.1,0.0,0.0,0.75,0.05,0.02,0.0,0.0,0.05,0.0,0.0
riff-evolve.csv,0.8,0.66,0.44,0.54,0.43,0.56,0.37,0.97,0.73,0.6,0.43,0.6,0.75,0.79,1.0,0.5,0.54,0.44,0.79,0.53
rosegarden.csv,0.46,0.94,0.5,0.3,0.43,0.38,0.26,0.35,0.47,0.7,0.57,0.33,0.75,0.58,0.15,0.42,0.62,0.41,0.47,0.26
smarttag.csv,0.38,0.25,0.0,0.02,0.93,0.14,0.06,0.14,0.33,0.3,0.29,0.2,0.5,0.16,0.1,0.08,0.02,0.02,0.02,0.12
wxcode.csv,0.1,0.11,0.06,0.13,0.0,0.03,0.04,0.15,0.07,0.0,0.86,0.07,0.0,0.0,0.03,0.08,0.04,0.17,0.0,0.03
xined.csv,0.19,0.25,0.0,0.73,0.07,0.5,0.56,0.51,0.13,0.9,0.29,0.27,0.25,0.58,0.12,0.25,0.45,1.0,0.6,0.24
zemljanka.csv,1.0,0.99,0.88,0.97,1.0,0.83,0.96,0.99,1.0,0.9,1.0,1.0,1.0,0.95,1.0,0.67,1.0,0.93,0.98,1.0
