,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.55,0.73,0.79,0.64,0.6,0.86,0.66,0.7,0.13,0.7,0.17,0.61,0.5,0.65,1.27,0.7,0.98,0.57,0.86,0.44
alleg.csv,0.72,0.76,0.77,0.62,0.65,0.03,0.87,0.74,0.76,0.88,0.67,0.85,0.79,0.81,1.08,0.77,0.73,0.66,0.52,0.66
biodwh.csv,0.75,0.71,0.96,0.95,1.0,0.91,0.74,0.77,0.74,0.8,0.43,0.74,0.6,0.76,1.16,0.08,0.87,0.7,0.83,0.54
factor.csv,0.99,1.0,1.0,0.94,0.93,1.0,0.96,0.83,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,0.91
iaml.csv,0.64,0.65,0.78,0.73,0.87,0.85,0.03,0.67,0.64,0.77,0.78,0.77,0.66,0.65,0.79,0.72,0.9,0.81,0.84,0.56
icescrum.csv,0.51,0.6,0.88,0.58,0.79,0.93,0.84,0.75,0.69,0.76,0.72,0.46,0.51,0.0,0.97,0.59,1.0,0.93,0.97,0.86
jbasic.csv,0.57,0.8,1.06,0.02,0.51,0.71,0.84,0.64,0.74,0.53,0.57,0.83,0.35,0.74,0.22,0.74,0.89,0.86,0.51,0.77
jcache.csv,0.52,0.62,0.64,0.6,0.9,0.89,0.73,0.65,0.56,0.62,0.45,0.8,0.61,0.56,0.91,0.65,0.98,0.8,1.0,0.0
ktc.csv,0.04,0.57,0.6,0.69,0.74,0.82,0.69,0.76,0.64,0.53,0.26,0.72,0.41,0.49,0.73,0.59,0.65,0.79,0.65,0.8
moast.csv,0.9,0.83,1.0,0.52,0.85,0.69,0.84,0.66,0.94,0.95,0.79,0.81,0.95,0.68,0.0,0.77,0.62,1.13,0.59,0.9
natpad.csv,0.48,0.58,0.74,0.63,0.72,0.63,0.8,0.67,0.63,0.7,0.2,0.7,0.36,0.55,0.83,0.65,0.63,0.49,0.02,0.94
nebuladevice.csv,0.6,0.69,0.82,0.83,0.87,0.81,0.84,0.93,0.74,0.9,0.58,0.07,0.77,0.79,1.04,0.85,0.79,0.89,0.7,0.97
nosleepsoftware.csv,0.74,0.78,0.0,0.63,1.0,0.69,0.92,0.91,0.78,1.0,0.48,0.78,1.0,0.85,1.03,0.61,0.7,0.88,0.82,0.88
pixel-commandos.csv,0.9,0.95,1.0,1.0,0.93,1.0,1.0,0.98,0.93,0.9,1.0,1.0,0.25,0.95,0.98,1.0,1.0,0.95,1.0,1.0
riff-evolve.csv,0.44,0.53,0.62,0.65,0.77,0.75,0.77,0.03,0.45,0.63,0.69,0.7,0.37,0.69,0.79,0.77,0.56,0.68,0.66,0.52
rosegarden.csv,0.55,0.06,0.6,0.71,0.64,0.68,0.8,0.67,0.68,0.5,0.48,0.72,0.33,0.52,0.96,0.75,0.87,0.66,0.58,1.05
smarttag.csv,0.66,0.76,1.1,0.98,0.07,0.89,0.94,0.87,0.75,0.72,0.72,0.86,0.64,0.86,0.91,0.93,1.0,0.98,0.98,0.89
wxcode.csv,0.9,0.89,0.94,0.87,1.0,0.97,0.96,0.85,0.93,1.0,0.14,0.93,1.0,1.0,1.08,0.93,0.96,0.83,1.0,0.97
xined.csv,0.81,0.76,1.0,0.82,0.93,0.82,0.64,0.7,0.88,0.1,0.72,0.73,0.75,0.63,1.31,0.84,0.71,0.61,0.58,1.04
zemljanka.csv,0.99,0.99,1.01,0.99,1.0,0.96,1.0,1.0,1.0,0.98,0.99,1.0,0.93,1.0,0.93,0.95,0.0,0.96,0.94,1.0
