,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.77,0.61,0.43,0.62,0.7,0.69,0.66,0.7
etics.csv,0.71,0.57,0.18,0.52,0.68,0.38,0.71,0.74
genecys.csv,0.5,0.36,0.61,0.43,0.76,0.51,0.37,0.21
kftpgrabber.csv,0.36,0.55,0.18,0.37,0.27,0.55,0.58,0.81
kvs.csv,0.64,0.15,0.72,0.34,0.02,0.47,0.51,0.16
mcore3d.csv,0.18,0.68,0.47,0.48,0.38,0.15,0.61,0.59
ogrehg.csv,0.57,0.65,0.23,0.69,0.84,0.53,0.72,0.66
projecteqemu.csv,0.7,0.46,0.12,0.49,0.48,0.3,0.76,0.65
