,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.85,0.69,0.4,0.62,0.71,0.7,0.83,0.77
etics.csv,0.69,0.56,0.15,0.47,0.68,0.33,0.72,0.83
genecys.csv,0.69,0.86,0.65,0.87,0.76,0.87,0.33,0.97
kftpgrabber.csv,0.31,0.52,0.15,0.33,0.23,0.54,0.58,0.83
kvs.csv,0.62,0.12,0.7,0.3,0.02,0.44,0.47,0.13
mcore3d.csv,0.15,0.74,0.85,0.44,0.95,0.12,0.72,0.57
ogrehg.csv,0.54,0.72,0.2,0.68,0.9,0.49,0.81,0.67
projecteqemu.csv,0.69,0.42,0.1,0.44,0.45,0.26,0.78,0.63
