,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,482.5,197.5,194.0,90.5,97.5,99.0,588.5,382.0,193.0,98.5,297.0
aztec.csv,76.5,493.0,81.0,95.5,95.5,99.0,1137.5,71.5,9.5,198.0,297.0
bl-toolkit.csv,189.0,593.0,833.0,95.5,290.5,99.0,588.5,1210.0,388.0,99.0,297.0
clamav.csv,91.5,197.5,194.0,88.5,97.5,92.5,282.0,382.0,291.5,98.5,197.5
fm-classic.csv,199.5,96.5,96.5,0.0,155.0,99.0,162.0,34.5,36.5,97.5,179.0
kml.csv,191.0,395.0,194.0,95.5,97.5,99.0,588.5,476.5,291.5,99.0,297.0
lufa-lib.csv,192.0,197.5,1034.0,185.0,193.0,295.5,847.0,188.0,388.0,99.0,297.0
mplayer-ce.csv,191.0,195.5,194.0,128.0,97.5,99.0,382.5,382.0,193.0,99.0,98.5
qmmp.csv,187.0,593.0,194.0,185.0,97.5,99.0,490.0,278.5,95.5,99.0,297.0
xapian.csv,482.5,494.5,194.0,95.5,97.5,99.0,489.5,768.0,193.0,99.0,99.0
xtreemfs.csv,94.5,593.0,375.0,95.5,95.5,99.0,588.5,188.0,388.0,99.0,297.0
