,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.0,0.3,0.31,0.24,0.02,0.18,0.05,0.2,0.19,0.15,0.17,0.16,0.16,0.1,0.11,0.29,0.2,0.28
autofac.csv,0.5,0.85,0.69,0.0,0.44,0.79,0.39,0.76,0.41,0.53,0.76,0.59,0.36,0.49,0.43,0.59,0.6,0.42
azureus.csv,0.0,0.22,0.19,0.06,0.04,0.14,0.07,0.16,0.12,0.14,0.12,0.01,0.08,0.06,0.17,0.02,0.1,0.0
dsworkbench.csv,0.0,0.28,0.0,0.03,0.0,0.04,0.1,0.11,0.06,0.22,0.02,0.37,0.04,0.04,0.17,0.05,0.0,0.22
forester-atv.csv,0.0,0.0,0.06,0.0,0.0,0.11,0.02,0.03,0.06,0.1,0.02,0.05,0.0,0.0,0.02,0.0,0.0,0.06
freelords.csv,0.0,0.52,0.5,0.33,0.46,0.04,0.63,0.61,0.38,0.6,0.64,0.63,0.28,0.86,0.17,0.59,0.4,0.25
gabel.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0
gephex.csv,0.5,0.62,0.81,0.7,0.54,0.36,0.51,0.69,0.28,0.59,0.43,0.44,0.28,0.65,0.74,0.02,0.4,0.47
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.5,0.72,0.38,0.45,0.56,0.68,0.34,0.41,0.5,0.6,0.62,0.62,0.28,0.39,0.54,0.76,0.3,0.0
jpaul.csv,0.0,0.38,0.31,0.03,0.0,0.07,0.0,0.33,0.09,0.29,0.29,0.17,0.08,0.16,0.09,0.0,0.0,0.06
mycila.csv,0.5,0.15,0.19,0.39,0.0,0.14,0.12,0.07,0.28,0.01,0.0,0.02,0.2,0.14,0.33,0.0,0.0,0.0
neodatis-odb.csv,0.0,0.45,0.12,0.21,0.1,0.29,0.32,0.0,0.19,0.36,0.12,0.24,0.32,0.37,0.13,0.17,0.4,0.17
octet.csv,0.0,0.5,0.69,0.03,0.06,0.39,0.12,0.13,0.06,0.28,0.29,0.57,0.56,0.0,0.07,0.12,0.1,0.14
personalaccess.csv,0.0,0.6,0.88,0.64,0.23,0.43,0.56,0.76,0.66,0.85,0.64,0.91,0.12,0.31,0.72,0.37,0.5,0.69
rcp-company-uibindings.csv,0.0,0.95,0.94,0.94,1.0,0.54,0.95,0.91,0.81,0.8,0.88,0.81,0.72,0.98,0.37,1.0,0.0,0.75
scenemonitor.csv,0.0,0.82,0.62,0.27,0.23,0.79,0.54,0.47,0.0,0.66,0.4,0.69,0.48,0.71,0.46,0.56,0.4,0.47
servicestack.csv,0.5,0.88,0.62,0.58,0.38,0.46,0.32,0.73,0.34,0.46,0.74,0.4,0.6,0.39,0.0,0.63,0.2,0.31
