,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.85,0.93,0.73,0.8,0.03,0.82,0.82,0.89,0.68,0.89,0.82,0.91,0.8,0.86,0.77,0.71,0.85,0.87
autofac.csv,0.69,0.85,0.79,0.0,0.68,0.87,0.49,0.82,0.68,0.55,0.91,0.61,0.58,0.65,0.64,0.69,0.7,0.56
azureus.csv,0.85,0.73,0.69,0.8,0.95,0.9,0.77,0.85,0.81,0.76,1.01,0.05,0.92,1.0,1.02,0.99,0.64,0.91
dsworkbench.csv,0.65,0.82,0.0,0.9,0.9,0.95,0.77,0.82,0.8,0.9,0.9,0.7,0.59,0.86,0.78,0.93,0.86,0.91
forester-atv.csv,0.85,0.0,0.9,0.86,1.0,0.97,0.94,0.92,1.0,0.88,1.0,0.89,0.89,1.0,0.94,1.0,0.9,0.91
freelords.csv,0.43,0.72,0.59,0.62,0.63,0.04,0.66,0.77,0.75,0.61,0.95,0.69,0.58,0.87,0.67,0.75,0.52,0.63
gabel.csv,1.0,1.0,1.0,1.0,0.97,0.96,1.0,1.0,1.0,0.0,1.0,0.96,0.98,0.86,1.0,1.0,0.97,1.0
gephex.csv,0.87,0.68,0.84,0.76,0.67,0.59,0.66,0.78,0.53,0.86,0.66,0.71,0.55,0.71,0.82,0.03,0.57,0.66
google-collections.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.71,0.77,0.64,0.57,0.65,0.72,0.53,0.62,0.82,0.6,0.74,0.67,0.62,0.49,0.62,0.85,0.46,0.01
jpaul.csv,0.75,0.59,0.71,0.66,0.93,0.86,0.0,0.66,0.61,0.32,0.85,0.58,0.74,0.73,0.71,0.97,0.78,0.84
mycila.csv,1.03,0.71,0.96,0.85,1.0,0.99,0.83,0.92,0.94,1.0,0.0,1.0,0.91,0.87,0.94,0.96,0.85,0.76
neodatis-odb.csv,0.74,0.57,0.73,0.82,0.71,0.85,0.77,0.03,0.53,0.52,0.91,0.72,0.91,0.81,0.83,0.72,0.75,0.55
octet.csv,0.66,0.54,0.73,0.62,0.82,0.84,0.6,0.66,0.9,0.47,0.85,0.6,0.66,0.14,0.65,0.81,0.65,0.62
personalaccess.csv,0.28,0.66,0.88,0.71,0.6,0.52,0.61,0.86,0.7,0.86,0.64,0.91,0.12,0.65,0.78,0.61,0.59,0.72
rcp-company-uibindings.csv,0.2,0.95,0.94,0.94,1.0,0.56,0.95,0.92,0.83,0.8,0.89,0.81,0.73,0.98,0.51,1.0,0.0,0.76
scenemonitor.csv,0.25,0.84,0.69,0.5,0.57,0.82,0.68,0.64,0.0,0.71,0.64,0.7,0.62,0.76,0.7,0.71,0.65,0.66
servicestack.csv,0.88,0.9,0.89,0.67,0.62,0.82,0.62,0.79,0.57,0.52,1.09,0.71,0.76,0.69,0.06,0.77,0.6,0.47
