,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.27,0.32,0.7,0.41
hibernate.csv,0.32,0.34,0.68,0.47
lamp.csv,0.32,0.45,0.67,0.45
thout.csv,0.17,0.56,0.69,0.4
