,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.17,0.21,0.82,0.38
hibernate.csv,0.6,0.21,0.79,0.43
lamp.csv,0.21,0.53,0.72,0.36
thout.csv,0.09,0.47,0.61,0.28
