,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.49,0.85,0.47,0.62
hibernate.csv,0.79,0.95,0.52,0.55
lamp.csv,0.44,0.62,0.62,0.58
thout.csv,0.98,0.39,1.02,0.78
