,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.42,0.25,0.17,0.0,0.76,0.47,0.68,0.29,0.44
ipfilter.csv,0.87,0.61,0.89,0.8,0.56,0.91,0.05,0.72,0.62
mesa3d.csv,0.39,0.86,0.52,0.4,0.76,0.28,0.58,0.43,0.41
nassp.csv,0.19,0.0,0.2,0.2,0.12,0.46,0.53,0.21,0.0
rockbox.csv,0.35,0.44,0.24,0.2,0.44,0.08,0.16,0.39,0.31
soar.csv,0.81,0.83,1.0,1.0,0.24,1.0,0.95,0.88,1.0
super-tux.csv,0.45,0.9,0.54,0.0,0.2,0.83,1.0,0.54,0.88
tencompetence.csv,0.26,0.4,0.13,0.6,0.56,0.45,0.0,0.28,0.19
utgb.csv,0.16,0.48,0.43,0.0,0.6,0.29,0.47,0.26,0.22
