,utgb.csv,fw4spl.csv,nassp.csv,super-tux.csv,soar.csv,mesa3d.csv,ipfilter.csv,tencompetence.csv,rockbox.csv
fw4spl.csv,0.52,0.57,0.38,0.37,0.42,0.46,0.45,0.18,0.54
ipfilter.csv,0.34,0.4,0.37,0.44,0.61,0.32,0.96,0.63,0.52
mesa3d.csv,0.67,0.45,0.78,0.68,0.44,0.58,0.5,0.37,0.54
nassp.csv,0.33,0.0,0.76,0.22,0.16,0.57,0.39,0.22,0.06
rockbox.csv,0.49,0.59,0.61,0.38,0.6,0.26,0.2,0.15,0.77
soar.csv,0.49,0.49,0.0,0.0,0.69,0.0,0.21,0.39,0.0
super-tux.csv,0.61,0.34,0.67,0.93,0.12,0.47,0.0,0.39,0.37
tencompetence.csv,0.33,0.12,0.2,0.46,0.59,0.49,0.13,0.8,0.0
utgb.csv,0.69,0.66,0.76,0.53,0.36,0.42,0.45,0.26,0.41
