,0,1,2,3,4,5,6,7,8
guineu.csv,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5
rhex.csv,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.085
owlib.csv,0.0,0.5,0.555,0.4,0.5,0.54,0.425,0.5,0.575
ktc.csv,0.59,0.585,0.6,0.5700000000000001,0.585,0.6699999999999999,0.645,0.585,0.69
jedit.csv,0.53,0.5,0.71,0.75,0.5,0.645,0.31,0.5,0.69
net-snmp.csv,0.0,0.0,0.585,0.0,0.0,0.5349999999999999,0.0,0.0,0.5
encog-java.csv,0.15500000000000003,0.29000000000000004,0.135,0.165,0.29000000000000004,0.19,0.125,0.29000000000000004,0.12
umber.csv,0.585,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.835
jahshakafx.csv,0.595,0.5,0.415,0.41000000000000003,0.5,0.51,0.42,0.5,0.49
jahshaka.csv,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selenium.csv,0.5349999999999999,0.0,0.61,0.5349999999999999,0.0,0.55,0.5349999999999999,0.0,0.645
paintown.csv,1.0,0.0,0.71,1.0,0.0,0.71,0.335,0.0,0.685
h2database.csv,0.13,0.13,0.22999999999999998,0.165,0.13,0.21000000000000002,0.17,0.13,0.22999999999999998
x4x.csv,0.0,0.0,0.9,0.75,0.0,0.9,0.25,0.0,0.9
elmo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.0,0.0,0.5,0.45,0.0,0.41500000000000004,0.0,0.0,0.5
baadengine.csv,1.0,0.0,0.895,1.0,0.0,0.895,0.85,0.0,0.905
raven-monitoring.csv,0.375,0.0,0.5349999999999999,0.0,0.0,0.5349999999999999,0.0,0.0,0.5349999999999999
smbopensoft.csv,0.67,0.0,0.82,0.49,0.0,0.825,0.5,0.0,0.82
xharbour.csv,0.95,1.0,0.89,0.95,1.0,0.95,0.0,1.0,0.895
flylinkdc.csv,0.835,0.0,0.55,0.45,0.0,0.635,1.0,0.0,0.6
reactos-mirror.csv,0.5,0.59,0.54,0.595,0.59,0.55,0.595,0.59,0.555
qpe.csv,0.12,0.0,0.15000000000000002,0.215,0.0,0.15500000000000003,0.29,0.0,0.18
xbrlapi.csv,0.0,0.0,0.44500000000000006,0.325,0.0,0.5,0.325,0.0,0.5
prelude.csv,0.0,0.5,0.815,0.0,0.5,0.915,0.0,0.5,0.8
neoengine.csv,0.5,0.0,0.525,0.6,0.0,0.565,0.5,0.0,0.6100000000000001
atunes.csv,0.0,0.0,0.075,0.025,0.0,0.08499999999999999,0.0,0.0,0.085
avifile.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lamp.csv,0.21000000000000002,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.085
logicmail.csv,0.71,0.0,1.0,0.875,0.0,1.0,0.0,0.0,1.0
wgs-assembler.csv,0.25,0.38,0.17,0.0,0.38,0.31,0.0,0.38,0.21000000000000002
plearn.csv,0.33,0.4,0.3,0.41500000000000004,0.4,0.31,0.41500000000000004,0.4,0.345
werx.csv,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
openwbem.csv,0.5,0.345,0.56,0.46499999999999997,0.345,0.55,0.385,0.345,0.56
qgo.csv,0.5,0.0,0.71,0.635,0.0,0.67,0.55,0.0,0.71
jaql.csv,0.525,0.9,0.44,0.515,0.9,0.5,0.515,0.9,0.5
kmatplot.csv,0.27,0.145,0.2,0.25,0.145,0.225,0.33,0.145,0.185
pclasses.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agilitybook.csv,0.185,0.0,0.22,0.17,0.0,0.245,0.17,0.0,0.26
triplea.csv,0.6,1.0,0.71,0.8,1.0,0.71,0.0,1.0,0.71
raygina.csv,0.45,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5
owfs.csv,0.0,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.125
olap-navigator.csv,1.0,0.0,1.0,0.845,0.0,0.87,1.0,0.0,1.0
pokeglobal.csv,0.71,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.6
nova.csv,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.265
sauerbraten.csv,0.5,0.585,0.75,0.635,0.585,0.775,0.635,0.585,0.71
graphmak.csv,0.39,0.0,0.5,0.33,0.0,0.585,0.27,0.0,0.45
jgameai.csv,0.25,0.0,0.0,0.0,0.0,0.195,0.1,0.0,0.0
gpsmid.csv,1.0,0.875,0.73,0.5,0.875,0.67,0.5,0.875,0.645
empyrean.csv,0.41500000000000004,0.0,0.705,0.67,0.0,0.67,0.585,0.0,0.69
awemud.csv,0.9299999999999999,0.0,0.7649999999999999,0.74,0.0,0.705,1.0,0.0,0.705
crisscross.csv,0.2,0.0,0.29000000000000004,0.0,0.0,0.33,0.0,0.0,0.365
re2c.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tzod.csv,0.45,0.5,0.5,0.0,0.5,0.5,0.375,0.5,0.5
octave.csv,0.0,0.0,0.085,0.0,0.0,0.25,0.0,0.0,0.21000000000000002
adaptagrams.csv,0.55,0.0,0.67,1.0,0.0,0.67,0.0,0.0,0.67
open-media-library.csv,0.5,0.5,0.5,0.75,0.5,0.5,0.71,0.5,0.5
vdsf.csv,0.01,0.0,0.10500000000000001,0.0,0.0,0.12000000000000001,0.0,0.0,0.165
orc.csv,0.0,0.0,0.11,0.0,0.0,0.275,0.2,0.0,0.275
lazarus-ccr.csv,0.41500000000000004,0.75,0.5,0.45,0.75,0.5,0.45,0.75,0.55
