,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.37,0.67,0.36,0.18,0.07,0.64,0.09,0.47,0.2,0.17,0.44,0.59,0.22,0.41,0.63,0.38,0.37,0.67,0.5,0.6
aubit4gl.csv,0.03,0.33,0.29,0.0,0.67,0.25,0.09,0.12,0.1,0.0,0.39,0.11,0.0,0.13,0.09,0.12,0.54,0.03,0.29,0.09
bionote.csv,0.25,0.17,0.29,0.13,0.22,0.34,0.39,0.06,0.1,0.0,0.08,0.48,0.0,0.17,0.0,0.88,0.19,0.5,0.29,0.43
bullet.csv,0.2,0.67,0.86,0.6,0.94,0.7,0.57,0.18,0.6,1.0,0.75,0.59,0.67,0.37,0.06,0.62,0.46,0.4,0.46,0.43
customwars.csv,0.61,0.33,0.64,0.18,0.67,0.48,0.52,0.35,0.4,0.0,0.31,0.86,0.0,0.48,0.0,0.62,0.19,0.53,0.39,0.43
findbugs.csv,0.81,0.67,0.86,0.07,0.54,0.76,0.35,0.76,0.3,0.5,0.72,0.98,1.0,0.67,0.57,0.75,0.81,0.77,0.43,0.53
frogatto.csv,0.98,0.83,0.93,0.42,0.85,0.85,0.96,0.65,0.5,0.33,0.61,0.89,0.0,0.78,0.46,1.0,0.61,0.87,0.93,0.83
grisbi.csv,1.0,0.67,0.93,0.67,0.83,0.91,0.78,1.0,0.8,0.67,0.89,0.86,1.0,0.91,0.86,0.88,0.94,0.8,0.82,0.96
lsb.csv,0.81,0.5,0.86,0.67,0.65,0.66,0.57,0.94,0.8,0.33,0.78,0.29,0.11,0.46,0.54,0.88,0.41,0.47,0.96,0.57
oscarmcmaster.csv,0.8,1.0,0.5,0.33,0.63,0.72,0.43,0.88,0.2,0.17,0.75,0.95,0.67,0.85,1.0,0.88,1.0,0.77,0.71,0.62
plearn.csv,0.64,0.83,0.5,0.09,0.3,0.52,0.0,0.47,0.3,0.0,0.19,0.64,0.22,0.52,0.86,0.38,0.81,0.53,0.54,0.55
psrchive.csv,0.51,0.67,0.79,0.84,0.83,0.45,0.65,0.53,0.2,0.17,0.36,0.65,0.0,0.46,0.46,0.38,0.74,0.33,0.39,0.28
re2c.csv,0.39,1.0,0.64,0.76,0.41,0.46,0.0,0.47,0.4,1.0,0.89,0.27,0.78,0.67,1.0,0.38,0.78,0.27,0.5,0.45
rebecca-aiml.csv,0.53,0.83,0.57,0.76,0.8,0.78,0.3,0.88,0.6,0.67,0.78,0.74,0.22,0.63,0.86,1.0,0.81,0.63,0.93,0.49
rtrt-on-gpu.csv,0.49,0.5,0.57,0.51,0.76,0.6,0.78,0.06,0.7,0.33,0.11,0.44,0.0,0.15,0.26,0.12,0.54,0.57,0.29,0.4
stemkit.csv,0.07,0.5,0.14,0.67,0.63,0.34,0.57,0.47,0.2,0.83,0.33,0.41,0.44,0.15,0.14,0.75,0.33,0.37,0.39,0.21
tcvp.csv,0.0,0.0,0.07,0.29,0.04,0.01,0.0,0.06,0.1,0.5,0.22,0.02,0.78,0.28,0.26,0.0,0.19,0.0,0.07,0.09
tktoolkit.csv,0.44,0.5,0.71,0.89,0.74,0.78,0.52,0.76,0.9,1.0,0.97,0.71,0.89,0.67,0.49,1.0,0.65,0.8,0.57,0.72
tycho.csv,0.47,0.67,0.64,0.07,0.13,0.31,0.13,0.59,0.1,0.33,0.42,0.53,0.22,0.41,0.74,0.75,0.52,0.3,0.54,0.4
xstore.csv,0.41,0.33,0.57,0.8,0.94,0.55,0.91,0.76,0.2,0.67,0.75,0.56,0.56,0.67,0.51,0.62,0.81,0.7,0.79,0.57
