,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.42,0.67,0.41,0.21,0.09,0.56,0.11,0.49,0.24,0.2,0.49,0.64,0.25,0.44,0.63,0.41,0.4,0.7,0.52,0.62
aubit4gl.csv,0.04,0.38,0.33,0.0,0.67,0.29,0.11,0.14,0.12,0.0,0.42,0.13,0.0,0.16,0.11,0.14,0.56,0.04,0.33,0.11
bionote.csv,0.29,0.2,0.34,0.16,0.26,0.38,0.42,0.07,0.12,0.0,0.1,0.53,0.0,0.2,0.0,0.87,0.22,0.54,0.33,0.47
bullet.csv,0.24,0.49,0.7,0.65,0.55,0.69,0.57,0.21,0.51,0.7,0.69,0.52,0.69,0.41,0.07,0.41,0.51,0.43,0.44,0.43
customwars.csv,0.6,0.36,0.64,0.22,0.63,0.5,0.51,0.39,0.45,0.0,0.36,0.85,0.0,0.52,0.0,0.65,0.23,0.55,0.42,0.46
findbugs.csv,0.66,0.59,0.79,0.09,0.56,0.66,0.39,0.6,0.34,0.52,0.68,0.0,0.33,0.64,0.57,0.62,0.68,0.67,0.46,0.53
frogatto.csv,0.21,0.09,0.67,0.47,0.57,0.56,0.24,0.57,0.38,0.37,0.64,0.8,0.0,0.58,0.5,0.71,0.5,0.7,0.32,0.6
grisbi.csv,0.21,0.58,0.46,0.4,0.55,0.52,0.26,0.13,0.46,0.31,0.58,0.85,0.38,0.39,0.58,0.17,0.13,0.39,0.45,0.24
lsb.csv,0.49,0.44,0.52,0.71,0.58,0.61,0.58,0.3,0.59,0.37,0.69,0.3,0.13,0.5,0.53,0.71,0.46,0.49,0.33,0.51
oscarmcmaster.csv,0.68,0.89,0.5,0.35,0.62,0.56,0.47,0.6,0.24,0.2,0.65,0.56,0.43,0.65,0.52,0.41,0.71,0.7,0.61,0.63
plearn.csv,0.64,0.23,0.52,0.11,0.34,0.48,0.0,0.45,0.34,0.0,0.22,0.61,0.25,0.49,0.42,0.4,0.2,0.52,0.54,0.53
psrchive.csv,0.54,0.7,0.8,0.29,0.57,0.47,0.55,0.56,0.24,0.2,0.41,0.67,0.0,0.48,0.5,0.42,0.7,0.37,0.43,0.32
re2c.csv,0.43,1.0,0.6,0.4,0.45,0.49,0.0,0.38,0.44,0.47,0.54,0.26,0.57,0.63,0.38,0.38,0.71,0.3,0.51,0.48
rebecca-aiml.csv,0.55,0.75,0.57,0.73,0.62,0.71,0.35,0.41,0.62,0.58,0.76,0.68,0.25,0.63,0.8,0.43,0.82,0.64,0.42,0.5
rtrt-on-gpu.csv,0.46,0.31,0.51,0.54,0.67,0.49,0.48,0.07,0.74,0.37,0.13,0.48,0.0,0.18,0.28,0.14,0.46,0.57,0.33,0.42
stemkit.csv,0.09,0.53,0.17,0.68,0.58,0.38,0.51,0.5,0.24,0.81,0.35,0.41,0.46,0.18,0.17,0.45,0.38,0.41,0.43,0.24
tcvp.csv,0.0,0.0,0.09,0.34,0.05,0.01,0.0,0.07,0.12,0.51,0.25,0.02,0.79,0.33,0.3,0.0,0.23,0.0,0.09,0.11
tktoolkit.csv,0.46,0.49,0.66,0.65,0.51,0.71,0.56,0.53,0.59,0.54,0.33,0.48,0.62,0.65,0.52,0.09,0.68,0.69,0.49,0.59
tycho.csv,0.51,0.71,0.66,0.09,0.16,0.35,0.16,0.52,0.12,0.37,0.46,0.55,0.25,0.45,0.75,0.77,0.54,0.34,0.56,0.44
xstore.csv,0.44,0.38,0.55,0.5,0.09,0.58,0.3,0.48,0.23,0.52,0.71,0.6,0.54,0.67,0.55,0.57,0.77,0.66,0.59,0.57
