,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.16,0.31,0.12,0.15,0.04,0.62,0.03,0.42,0.04,0.18,0.12,0.07,0.3,0.34,0.36,0.42,0.45,0.14,0.38,0.31
aubit4gl.csv,0.01,0.14,0.19,0.0,0.31,0.33,0.0,0.13,0.06,0.06,0.36,0.29,0.0,0.27,0.07,0.17,0.31,0.04,0.2,0.11
bionote.csv,0.07,0.12,0.09,0.01,0.27,0.29,0.41,0.05,0.0,0.01,0.0,0.07,0.0,0.05,0.0,0.17,0.2,0.15,0.31,0.27
bullet.csv,0.18,0.76,0.6,0.07,0.79,0.33,0.45,0.4,0.69,0.68,0.48,0.64,0.24,0.27,0.0,0.83,0.07,0.36,0.64,0.56
customwars.csv,0.43,0.49,0.36,0.01,0.5,0.43,0.51,0.31,0.17,0.1,0.0,0.21,0.0,0.2,0.0,0.21,0.11,0.32,0.44,0.39
findbugs.csv,0.62,0.59,0.4,0.0,0.33,0.57,0.19,0.67,0.29,0.38,0.45,1.0,0.91,0.46,0.43,0.63,0.58,0.55,0.33,0.47
frogatto.csv,0.95,0.98,0.68,0.07,0.75,0.76,0.94,0.62,0.81,0.35,0.24,0.43,0.01,0.71,0.25,0.67,0.71,0.61,0.91,0.72
grisbi.csv,0.95,0.63,0.85,0.85,0.77,0.81,0.93,0.97,0.83,0.9,0.76,0.21,0.89,0.88,0.75,0.96,0.97,0.87,0.84,0.94
lsb.csv,0.81,0.71,0.8,0.06,0.6,0.52,0.39,0.92,0.71,0.25,0.52,0.64,0.18,0.24,0.5,0.6,0.08,0.43,0.91,0.63
oscarmcmaster.csv,0.58,0.37,0.49,0.53,0.42,0.71,0.23,0.74,0.04,0.38,0.58,0.79,0.82,0.66,0.82,0.87,0.67,0.48,0.6,0.32
plearn.csv,0.37,0.94,0.36,0.31,0.15,0.62,0.08,0.63,0.19,0.29,0.18,0.5,0.43,0.59,0.86,0.48,0.95,0.52,0.47,0.55
psrchive.csv,0.31,0.12,0.17,0.92,0.75,0.43,0.66,0.29,0.04,0.31,0.15,0.21,0.16,0.44,0.25,0.25,0.41,0.2,0.22,0.21
re2c.csv,0.25,0.02,0.52,0.86,0.31,0.38,0.05,0.78,0.23,0.85,0.79,0.79,0.73,0.49,0.89,0.63,0.48,0.5,0.47,0.38
rebecca-aiml.csv,0.34,0.47,0.45,0.38,0.67,0.48,0.11,0.87,0.29,0.62,0.33,0.5,0.39,0.39,0.36,0.87,0.14,0.34,0.87,0.44
rtrt-on-gpu.csv,0.62,0.88,0.63,0.31,0.54,0.71,0.81,0.13,0.08,0.33,0.3,0.21,0.27,0.37,0.57,0.37,0.71,0.42,0.36,0.46
stemkit.csv,0.12,0.27,0.15,0.27,0.56,0.19,0.63,0.37,0.12,0.26,0.55,0.57,0.43,0.24,0.04,0.83,0.05,0.29,0.31,0.29
tcvp.csv,0.0,0.0,0.13,0.01,0.04,0.0,0.0,0.04,0.04,0.42,0.3,0.0,0.19,0.07,0.18,0.1,0.02,0.06,0.11,0.16
tktoolkit.csv,0.45,0.53,0.48,0.69,0.77,0.48,0.15,0.76,0.75,0.81,0.91,0.79,0.72,0.41,0.32,0.98,0.13,0.55,0.69,0.66
tycho.csv,0.24,0.1,0.25,0.31,0.08,0.33,0.12,0.65,0.08,0.26,0.21,0.36,0.43,0.22,0.21,0.15,0.33,0.22,0.31,0.2
xstore.csv,0.39,0.16,0.51,0.8,0.98,0.29,0.92,0.81,0.35,0.72,0.42,0.14,0.53,0.34,0.21,0.56,0.34,0.47,0.71,0.43
