,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,98.5,197.5,289.5,98.5,191.0,168.0,1122.0,645.5,87.5,3202.0,197.5,395.0
e-bio-flow.csv,99.0,98.5,95.5,98.5,390.0,209.5,293.0,645.5,81.5,2892.0,98.5,296.0
freedom-erp.csv,98.5,89.5,93.5,94.5,94.5,92.5,956.0,346.5,181.0,0.0,197.5,93.5
jbasic.csv,97.5,197.5,388.0,94.5,95.5,4092.0,1463.5,549.0,98.5,1048.5,197.5,578.0
jgossipforum.csv,95.5,98.5,194.0,447.5,231.5,259.5,147.0,367.0,94.5,2985.0,293.5,98.5
joustsim.csv,95.5,197.5,194.0,98.5,863.0,1334.5,315.0,553.0,98.5,4147.0,197.5,395.0
jsidplay2.csv,99.0,197.0,194.0,98.5,778.5,164.0,1317.5,549.0,98.5,1320.0,197.5,98.5
madman.csv,59.5,98.5,86.5,93.5,192.0,589.0,697.5,184.0,62.5,1680.0,96.5,341.0
mule.csv,98.5,296.0,386.0,98.5,390.5,338.0,1122.0,695.5,190.0,630.5,197.5,197.0
nunit.csv,79.5,296.0,696.0,192.0,92.5,79.5,530.0,1022.0,81.5,2103.5,98.5,665.5
power-architect.csv,99.0,197.5,388.0,98.5,680.0,6725.0,984.5,552.0,99.0,4650.0,98.5,395.0
reaper3d.csv,97.5,90.5,194.0,363.0,92.5,4009.0,42.5,264.5,190.0,1387.0,185.0,189.0
