,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.72,0.6,0.37,0.59,0.73,0.68,0.58,0.66
etics.csv,0.71,0.53,0.18,0.53,0.66,0.41,0.44,0.65
genecys.csv,0.32,0.49,0.5,0.57,0.79,0.6,0.42,0.52
kvs.csv,0.56,0.16,0.76,0.35,0.02,0.45,0.32,0.41
mcore3d.csv,0.27,0.68,0.6,0.48,0.56,0.18,0.46,0.52
miranda.csv,0.27,0.31,0.36,0.51,0.62,0.3,0.69,0.7
ogrehg.csv,0.5,0.64,0.29,0.66,0.82,0.47,0.45,0.61
passwordsafe.csv,0.27,0.58,0.28,0.71,0.78,0.73,0.66,0.58
