,f1,g,recall,precision,pf,wins
adonthell.csv,0.41500000000000004,0.425,0.635,0.37,0.41000000000000003,9
autofac.csv,0.47,0.51,0.565,0.615,0.475,17
avisynth2.csv,0.16,0.11499999999999999,0.095,0.5,0.045,1
azureus.csv,0.525,0.45999999999999996,0.865,0.395,0.765,12
coot.csv,0.36,0.32999999999999996,0.52,0.275,0.615,2
dsworkbench.csv,0.19,0.14,0.115,0.5,0.045,3
forester-atv.csv,0.4,0.44,0.405,0.57,0.215,14
freelords.csv,0.56,0.535,0.8400000000000001,0.445,0.715,15
gabel.csv,0.37,0.38,0.33999999999999997,0.5,0.21000000000000002,8
geotools.csv,0.5349999999999999,0.6,0.74,0.425,0.62,16
gephex.csv,0.485,0.48,0.685,0.375,0.575,10
google-collections.csv,0.54,0.0,1.0,0.375,1.0,4
jpaul.csv,0.315,0.365,0.325,0.45999999999999996,0.24,5
mycila.csv,0.47,0.42000000000000004,0.73,0.39,0.725,6
neodatis-odb.csv,0.435,0.475,0.59,0.45999999999999996,0.375,13
octet.csv,0.455,0.46,0.505,0.44,0.385,11
pokenetonline.csv,0.59,0.545,0.9,0.43999999999999995,0.78,18
scenemonitor.csv,0.445,0.455,0.455,0.435,0.425,7
servicestack.csv,0.2,0.17,0.14,0.36,0.07500000000000001,0
twostep.csv,0.5549999999999999,0.625,0.66,0.52,0.525,19
