,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.21,0.73,0.68,0.72,0.62,0.68,0.18,0.65,0.2,0.5,0.2,0.14,0.45,1.0,0.29,0.92,0.84,0.82,1.0,0.05
autofac.csv,0.44,0.77,0.08,0.72,0.27,0.43,0.65,0.68,0.25,0.75,0.5,0.66,0.43,1.0,0.57,0.62,0.49,0.53,0.56,0.7
avisynth2.csv,0.18,0.27,0.18,0.14,0.0,0.04,0.12,0.03,0.1,0.0,0.0,0.23,0.15,1.0,0.0,0.08,0.09,0.47,0.01,0.0
azureus.csv,0.91,0.85,0.46,0.9,0.4,0.92,1.0,0.89,0.85,1.0,0.7,0.75,0.8,1.0,0.71,1.0,0.92,0.88,0.55,0.65
coot.csv,0.79,0.12,0.0,0.24,0.28,0.54,0.88,0.57,0.75,0.75,0.5,0.73,0.43,0.0,0.71,0.12,0.22,0.0,0.55,0.75
dsworkbench.csv,0.06,0.31,0.78,0.21,0.17,0.13,0.06,0.05,0.1,0.0,0.1,0.18,0.08,0.0,0.14,0.31,0.16,0.06,0.2,0.08
forester-atv.csv,0.69,0.85,0.8,0.41,0.07,0.27,0.29,0.11,0.8,0.38,0.4,0.91,0.88,1.0,0.43,0.31,0.35,0.53,0.06,0.2
freelords.csv,0.81,1.0,1.0,0.48,0.92,0.61,0.71,0.65,0.95,0.88,0.8,1.0,0.72,1.0,0.43,0.65,0.87,0.71,0.99,0.95
gabel.csv,0.04,0.54,0.54,0.45,0.15,0.24,0.59,0.38,0.25,0.88,0.7,0.27,0.7,0.33,0.29,0.35,0.51,0.12,0.15,0.02
geotools.csv,0.55,0.85,0.8,0.72,0.82,0.52,0.53,0.73,0.55,0.75,0.6,0.84,0.93,0.67,0.57,0.85,0.62,1.0,0.97,0.78
gephex.csv,0.11,0.35,0.7,0.9,0.75,0.46,0.53,0.81,0.25,0.5,0.3,0.25,0.82,0.67,0.71,1.0,0.74,0.82,0.63,0.88
google-collections.csv,0.81,0.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.35,0.69,0.8,0.24,0.0,0.09,0.82,0.27,0.15,0.75,0.3,0.32,0.13,0.33,0.57,0.42,0.47,0.41,0.0,0.02
mycila.csv,0.94,0.31,0.94,0.97,1.0,0.51,0.59,0.46,0.8,1.0,0.9,0.68,0.7,1.0,0.71,0.69,0.75,0.41,0.96,0.6
neodatis-odb.csv,0.84,0.88,0.38,0.62,0.33,0.37,0.65,0.7,0.35,0.88,0.4,0.66,0.6,1.0,0.71,0.38,0.32,0.0,0.58,0.55
octet.csv,0.41,0.5,0.52,0.69,0.32,0.3,0.35,0.51,0.35,0.38,0.4,0.43,0.52,1.0,0.71,0.88,0.52,0.12,0.68,0.55
pokenetonline.csv,0.59,0.96,1.0,0.86,0.98,0.78,0.71,0.86,0.75,1.0,0.8,1.0,0.73,1.0,0.86,0.92,0.94,0.88,1.0,0.95
scenemonitor.csv,0.26,0.5,0.88,0.62,0.35,0.41,0.53,0.51,0.7,0.38,0.4,0.75,0.45,0.33,0.29,0.69,0.46,0.82,0.42,0.18
servicestack.csv,0.02,0.81,0.42,0.31,0.0,0.14,0.06,0.24,0.05,0.0,0.1,0.11,0.18,0.33,0.14,0.19,0.18,0.76,0.0,0.0
twostep.csv,0.02,0.88,0.8,0.76,0.22,0.51,0.59,0.57,0.65,1.0,0.9,0.82,0.8,0.67,0.57,0.77,0.69,0.65,0.54,0.57
