,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.94,0.34,0.47,0.4,0.62,0.42,0.71,0.4,0.75,0.45,0.56,0.95,0.6,0.4,0.53,0.42,0.37,0.46,0.35,0.86
autofac.csv,0.56,0.38,0.8,0.5,0.5,0.43,0.5,0.45,0.88,0.48,0.39,0.45,0.58,0.39,0.5,0.5,0.5,0.69,0.36,0.33
avisynth2.csv,0.93,0.79,0.9,0.88,0.5,0.67,0.75,0.67,0.67,0.67,0.5,0.88,0.91,0.8,0.0,0.67,0.95,0.57,0.67,0.0
azureus.csv,0.37,0.38,0.52,0.32,0.49,0.38,0.45,0.41,0.38,0.46,0.47,0.54,0.35,0.36,0.46,0.42,0.4,0.41,0.38,0.42
coot.csv,0.43,0.94,0.0,0.9,0.54,0.63,0.52,0.69,0.35,0.63,0.5,0.47,0.54,0.0,0.5,0.9,0.86,0.67,0.43,0.46
dsworkbench.csv,0.8,0.61,0.42,0.86,0.92,0.91,0.5,0.89,0.75,0.8,0.5,0.97,0.83,0.81,0.0,0.9,0.9,0.5,0.94,0.88
forester-atv.csv,0.45,0.4,0.39,0.63,0.86,0.8,0.64,0.75,0.38,0.87,0.58,0.37,0.35,0.78,0.75,0.71,0.56,0.79,0.88,0.93
freelords.csv,0.33,0.34,0.37,0.42,0.46,0.47,0.38,0.46,0.34,0.4,0.41,0.39,0.38,0.41,0.5,0.4,0.39,0.46,0.35,0.44
gabel.csv,0.67,0.54,0.46,0.62,0.91,0.68,0.55,0.43,0.88,0.59,0.5,0.97,0.36,0.67,0.64,0.58,0.5,0.5,0.95,0.67
geotools.csv,0.39,0.27,0.38,0.36,0.45,0.42,0.39,0.38,0.38,0.41,0.41,0.37,0.34,0.45,0.45,0.4,0.44,0.43,0.34,0.42
gephex.csv,0.89,0.5,0.47,0.36,0.58,0.52,0.55,0.4,0.86,0.55,0.55,0.92,0.4,0.41,0.49,0.43,0.41,0.42,0.54,0.43
google-collections.csv,0.35,0.37,0.36,0.32,0.44,0.38,0.45,0.4,0.32,0.46,0.37,0.4,0.34,0.4,0.45,0.42,0.41,0.41,0.35,0.45
jpaul.csv,0.64,0.44,0.4,0.9,0.0,0.92,0.5,0.74,0.83,0.67,0.57,0.88,0.93,0.73,0.75,0.58,0.61,0.92,0.0,0.0
mycila.csv,0.39,0.78,0.38,0.34,0.44,0.64,0.47,0.53,0.34,0.46,0.69,0.55,0.43,0.51,0.51,0.49,0.46,0.53,0.36,0.65
neodatis-odb.csv,0.42,0.42,0.65,0.53,0.93,0.67,0.49,0.69,0.64,0.52,0.75,0.5,0.43,0.44,0.65,0.66,0.63,0.5,0.51,0.55
octet.csv,0.61,0.41,0.55,0.39,0.96,0.66,0.54,0.54,0.91,0.48,0.55,0.6,0.56,0.39,0.79,0.39,0.48,0.8,0.41,0.47
pokenetonline.csv,0.38,0.31,0.36,0.34,0.45,0.38,0.45,0.39,0.38,0.42,0.38,0.38,0.4,0.4,0.46,0.35,0.39,0.44,0.35,0.44
scenemonitor.csv,0.62,0.41,0.39,0.47,0.6,0.55,0.62,0.42,0.53,0.61,0.44,0.45,0.57,0.67,0.8,0.41,0.54,0.43,0.53,0.91
servicestack.csv,0.5,0.34,0.68,0.79,0.0,0.93,0.67,0.73,0.67,0.86,0.67,0.94,0.92,0.83,0.75,0.83,0.97,0.55,0.0,0.0
twostep.csv,0.5,0.31,0.39,0.44,0.65,0.42,0.56,0.42,0.42,0.43,0.39,0.39,0.35,0.49,0.57,0.48,0.41,0.54,0.42,0.41
