,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.25,0.57,0.55,0.54,0.63,0.66,0.21,0.38,0.23,0.51,0.23,0.17,0.5,0.0,0.33,0.47,0.69,0.57,0.0,0.06
autofac.csv,0.45,0.49,0.1,0.75,0.31,0.45,0.65,0.5,0.29,0.68,0.39,0.57,0.47,0.76,0.57,0.66,0.48,0.58,0.52,0.65
avisynth2.csv,0.22,0.31,0.21,0.17,0.0,0.05,0.15,0.04,0.12,0.0,0.0,0.27,0.18,0.99,0.0,0.1,0.11,0.52,0.01,0.0
azureus.csv,0.0,0.2,0.49,0.0,0.43,0.55,0.0,0.27,0.6,0.09,0.56,0.76,0.72,0.7,0.0,0.0,0.61,0.0,0.51,0.64
coot.csv,0.0,0.14,0.0,0.28,0.31,0.46,0.45,0.54,0.37,0.57,0.42,0.5,0.35,0.0,0.28,0.14,0.25,0.0,0.5,0.75
dsworkbench.csv,0.07,0.35,0.77,0.25,0.2,0.16,0.07,0.06,0.12,0.0,0.12,0.21,0.1,0.0,0.17,0.36,0.19,0.07,0.24,0.1
forester-atv.csv,0.64,0.81,0.61,0.45,0.09,0.31,0.33,0.13,0.71,0.43,0.43,0.45,0.62,0.94,0.48,0.36,0.39,0.58,0.07,0.24
freelords.csv,0.72,0.41,0.24,0.51,0.0,0.62,0.68,0.48,0.67,0.79,0.57,0.09,0.65,0.24,0.47,0.66,0.56,0.65,0.09,0.3
gabel.csv,0.05,0.56,0.53,0.5,0.18,0.28,0.62,0.39,0.29,0.86,0.69,0.31,0.64,0.37,0.33,0.39,0.53,0.15,0.18,0.02
geotools.csv,0.6,0.6,0.66,0.6,0.62,0.54,0.51,0.54,0.55,0.6,0.58,0.68,0.64,0.6,0.59,0.68,0.63,0.38,0.35,0.54
gephex.csv,0.13,0.36,0.0,0.39,0.61,0.49,0.53,0.6,0.29,0.5,0.33,0.29,0.45,0.47,0.49,0.09,0.64,0.74,0.66,0.51
google-collections.csv,0.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.17,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.4,0.59,0.49,0.28,0.0,0.11,0.81,0.3,0.18,0.75,0.32,0.36,0.16,0.37,0.6,0.47,0.47,0.46,0.0,0.02
mycila.csv,0.0,0.35,0.0,0.24,0.0,0.52,0.5,0.46,0.13,0.38,0.89,0.64,0.59,0.64,0.55,0.3,0.63,0.35,0.27,0.52
neodatis-odb.csv,0.0,0.52,0.42,0.58,0.37,0.41,0.51,0.7,0.39,0.7,0.44,0.62,0.6,0.36,0.7,0.39,0.36,0.0,0.56,0.57
octet.csv,0.46,0.46,0.53,0.47,0.37,0.34,0.37,0.54,0.4,0.42,0.43,0.45,0.56,0.36,0.73,0.7,0.54,0.15,0.61,0.52
pokenetonline.csv,0.64,0.35,0.0,0.44,0.24,0.73,0.65,0.41,0.7,0.66,0.55,0.05,0.74,0.0,0.69,0.77,0.54,0.75,0.27,0.44
scenemonitor.csv,0.31,0.5,0.51,0.61,0.39,0.45,0.57,0.45,0.72,0.41,0.42,0.69,0.46,0.38,0.34,0.65,0.5,0.55,0.45,0.21
servicestack.csv,0.02,0.75,0.44,0.36,0.0,0.17,0.07,0.28,0.06,0.0,0.12,0.13,0.21,0.38,0.17,0.23,0.21,0.77,0.0,0.0
twostep.csv,0.02,0.63,0.61,0.65,0.26,0.54,0.62,0.51,0.64,0.82,0.65,0.65,0.67,0.54,0.6,0.79,0.63,0.66,0.51,0.59
