,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.56,0.56,0.57,0.65,0.66,0.69,0.67,0.45,0.65,0.65,0.5,0.74,0.45,0.91
customwars.csv,0.54,0.54,0.55,0.48,0.77,0.86,0.7,0.59,0.6,0.7,0.3,0.85,0.57,0.54
firebreath.csv,0.68,0.46,0.56,0.58,0.83,0.76,0.5,0.5,0.72,0.78,0.48,0.73,0.46,0.61
gss.csv,0.75,0.72,0.77,0.73,0.75,0.74,0.61,0.5,0.93,0.92,0.69,0.96,0.69,0.34
irplus.csv,0.54,0.54,0.5,0.51,0.63,0.72,0.64,0.56,0.53,0.62,0.32,0.84,0.46,0.77
kwave.csv,0.81,0.7,0.82,0.76,1.0,0.57,0.64,0.68,0.9,0.92,0.91,0.85,0.52,0.36
liferea.csv,0.62,0.63,0.54,0.68,0.43,0.77,0.7,0.56,0.79,0.73,1.01,0.67,0.7,0.72
plearn.csv,0.45,0.67,0.74,0.39,0.63,1.0,0.79,0.64,0.72,0.59,0.46,0.73,0.63,0.9
psrchive.csv,0.5,0.62,0.71,0.22,0.77,0.89,0.6,0.58,0.54,0.77,0.29,0.75,0.68,0.75
qcad2.csv,0.65,0.73,0.58,0.75,0.83,0.55,0.63,0.41,0.84,0.93,0.68,0.85,0.57,0.9
tzod.csv,0.56,0.75,0.54,0.6,0.59,0.59,0.73,0.55,0.72,0.66,0.63,0.78,0.69,0.51
wxcode.csv,0.58,0.7,0.74,0.67,0.66,0.94,0.73,0.44,0.72,0.62,0.17,0.79,0.65,0.74
xinity.csv,0.9,0.9,0.84,0.92,0.98,0.71,0.73,0.84,0.86,0.92,0.92,0.39,0.92,0.96
xmoto.csv,0.54,0.7,0.69,0.59,0.93,0.88,0.71,0.53,0.61,0.71,0.59,0.79,0.39,0.83
