,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.05,0.77,0.0,0.69,0.44,0.77,0.79,0.3,0.0
barracudamvc.csv,0.28,0.05,0.73,0.13,0.05,0.05,0.32,0.13,0.17
ingex.csv,0.5,0.13,0.51,0.72,0.66,0.68,0.79,0.52,0.56
jgnash.csv,0.54,0.46,0.46,0.58,0.75,0.7,0.77,0.58,0.6
jsr308-langtools.csv,0.55,0.42,0.46,0.0,0.0,0.62,0.93,0.57,0.36
owlapi.csv,0.29,0.0,0.25,0.5,0.45,0.61,0.66,0.76,0.64
owlib.csv,0.72,0.55,0.51,0.56,0.48,0.75,0.73,0.58,0.48
sidekar.csv,0.0,0.0,0.09,0.78,0.0,0.0,0.0,0.0,0.0
springside.csv,0.47,0.73,0.58,0.56,0.79,0.55,0.51,0.68,0.29
