,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.3,0.93,0.0,0.55,0.17,0.29,0.11,0.0,0.11,0.14,0.41,0.33,0.26,0.32,0.22,0.75,0.0,0.25,0.1
dxengine.csv,0.5,0.14,0.98,0.36,0.48,0.16,0.19,0.0,0.23,0.5,0.39,0.56,0.24,0.46,0.3,0.17,0.0,0.43,0.0
e-bio-flow.csv,0.08,0.15,0.11,0.28,0.52,0.44,0.12,0.0,0.07,0.28,0.43,0.35,0.97,0.22,0.1,0.7,0.0,0.18,0.12
emono.csv,0.49,0.17,0.54,0.51,0.07,0.18,0.2,0.05,0.25,0.57,0.42,0.68,0.23,0.63,0.5,0.46,0.0,0.99,0.07
freedom-erp.csv,0.0,0.0,0.0,0.42,0.0,0.17,0.0,0.0,0.0,0.0,0.11,0.1,0.28,0.0,0.05,0.98,0.0,0.02,0.0
haggle.csv,0.32,0.14,0.53,0.39,0.2,0.2,0.31,0.0,0.52,1.0,0.2,0.14,0.24,0.57,0.56,0.02,0.0,0.4,0.16
jbpm.csv,0.33,0.0,0.32,0.24,0.35,0.11,0.98,0.0,0.0,0.35,0.21,0.09,0.33,0.53,0.24,0.06,0.0,0.19,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,0.95,0.27,0.13,0.57,0.28,0.34,0.21,0.1,0.12,0.05,0.14,0.4,0.45,0.05,0.6,0.65,0.0,0.14,0.08
jmonkeyengine.csv,0.06,0.2,0.52,0.34,0.47,0.18,0.3,0.03,0.35,0.71,0.97,0.49,0.3,0.71,0.19,0.13,0.07,0.59,0.06
jsidplay2.csv,0.62,0.37,0.41,0.98,0.21,0.24,0.16,0.06,0.33,0.62,0.28,0.65,0.52,0.58,0.67,0.77,0.0,0.48,0.1
log4net.csv,0.17,0.0,0.0,0.0,0.0,0.25,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.6,0.16,0.29,0.62,0.35,0.43,0.17,0.05,0.0,0.3,0.22,0.68,0.48,0.12,0.99,0.75,0.0,0.2,0.25
mediate.csv,0.62,0.3,0.45,0.68,0.25,0.33,0.19,0.09,0.43,0.79,0.29,0.97,0.47,0.79,0.66,0.78,0.08,0.61,0.18
piccolo2d.csv,0.24,0.28,0.0,0.03,0.0,0.96,0.15,0.0,0.0,0.0,0.35,0.14,0.33,0.0,0.0,0.26,0.0,0.0,0.25
pustefix.csv,0.2,0.26,0.12,0.31,0.23,0.24,0.27,0.04,0.98,0.15,0.15,0.31,0.61,0.27,0.32,0.3,0.27,0.17,0.0
sblim.csv,0.31,0.0,0.13,0.12,0.95,0.44,0.16,0.0,0.21,0.17,0.0,0.29,0.37,0.13,0.17,0.75,0.0,0.07,0.11
thedata.csv,0.27,0.12,0.53,0.46,0.08,0.2,0.11,0.06,0.21,0.46,0.21,0.34,0.28,0.46,0.24,0.48,0.0,0.62,1.0
tmva.csv,0.42,0.34,0.43,0.56,0.24,0.23,0.21,0.05,0.28,0.56,0.42,0.7,0.53,0.98,0.6,0.74,0.0,0.69,0.1
