,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.24,0.9,0.0,0.44,0.21,0.56,0.22,0.0,0.11,0.1,0.48,0.25,0.24,0.23,0.17,0.72,0.0,0.18,0.49
dxengine.csv,0.57,0.14,1.0,0.28,0.72,0.27,0.29,0.0,0.26,0.44,0.43,0.46,0.2,0.36,0.23,0.12,0.0,0.34,0.0
e-bio-flow.csv,0.06,0.14,0.09,0.2,0.73,0.65,0.18,0.0,0.05,0.21,0.38,0.27,0.94,0.16,0.09,0.64,0.0,0.12,0.29
emono.csv,0.49,0.22,0.66,0.41,0.11,0.4,0.55,0.37,0.38,0.49,0.59,0.6,0.26,0.52,0.45,0.42,0.0,0.99,0.28
freedom-erp.csv,0.0,0.0,0.0,0.32,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.06,0.2,0.0,0.04,0.98,0.0,0.01,0.0
haggle.csv,0.34,0.14,0.65,0.3,0.3,0.27,0.43,0.0,0.7,1.0,0.25,0.1,0.23,0.43,0.57,0.01,0.0,0.34,0.69
jbpm.csv,0.42,0.0,0.26,0.18,0.52,0.18,0.97,0.0,0.0,0.29,0.2,0.06,0.27,0.44,0.22,0.04,0.0,0.13,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,0.96,0.23,0.09,0.46,0.31,0.57,0.37,0.38,0.11,0.04,0.13,0.32,0.44,0.02,0.5,0.6,0.0,0.1,0.29
jmonkeyengine.csv,0.06,0.34,0.64,0.26,0.73,0.35,0.55,0.36,0.46,0.62,0.95,0.46,0.27,0.47,0.13,0.09,0.52,0.52,0.28
jsidplay2.csv,0.78,0.61,0.51,0.98,0.4,0.55,0.44,0.64,0.34,0.55,0.42,0.62,0.62,0.48,0.69,0.57,0.0,0.41,0.46
log4net.csv,0.12,0.0,0.0,0.0,0.0,0.18,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.67,0.15,0.23,0.53,0.45,0.7,0.27,0.37,0.0,0.23,0.26,0.65,0.51,0.09,1.0,0.72,0.0,0.13,0.29
mediate.csv,0.71,0.45,0.51,0.54,0.45,0.74,0.53,0.84,0.62,0.59,0.41,0.97,0.42,0.6,0.33,0.57,0.67,0.54,0.77
piccolo2d.csv,0.18,0.42,0.0,0.02,0.0,0.93,0.22,0.0,0.0,0.0,0.26,0.1,0.27,0.0,0.0,0.18,0.0,0.0,0.29
pustefix.csv,0.23,0.45,0.09,0.23,0.27,0.35,0.42,0.37,0.97,0.1,0.13,0.25,0.65,0.2,0.27,0.23,0.96,0.12,0.0
sblim.csv,0.24,0.0,0.09,0.09,0.96,0.51,0.15,0.0,0.16,0.11,0.0,0.21,0.34,0.09,0.12,0.71,0.0,0.05,0.29
thedata.csv,0.24,0.22,0.64,0.37,0.11,0.27,0.31,0.64,0.29,0.39,0.2,0.27,0.33,0.37,0.19,0.43,0.0,0.55,1.0
tmva.csv,0.44,0.56,0.54,0.46,0.44,0.56,0.32,0.61,0.34,0.5,0.59,0.64,0.57,0.97,0.61,0.05,0.0,0.47,0.35
