,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.86,0.93,0.88,0.67,0.84,0.57,0.65,0.85,0.87,0.92,0.62,0.9,0.81,0.97,0.95,0.35,0.93,0.94,0.43
dxengine.csv,0.54,0.77,0.54,0.79,0.59,0.88,0.84,0.94,0.95,0.89,0.83,0.43,0.92,0.73,0.95,0.95,0.95,0.61,0.94
e-bio-flow.csv,0.75,0.91,0.88,0.92,0.62,0.65,0.85,0.74,0.8,0.94,0.9,0.92,0.64,0.97,0.96,0.36,0.0,0.91,0.69
emono.csv,0.76,0.8,0.51,0.75,0.83,0.68,0.56,0.89,0.6,0.62,0.62,0.42,0.83,0.67,0.48,0.62,0.66,0.53,0.71
freedom-erp.csv,0.0,0.0,0.0,0.76,0.0,0.91,0.88,0.5,0.0,0.0,0.0,0.5,0.83,0.0,0.5,0.4,0.86,0.5,0.0
haggle.csv,0.72,0.85,0.45,0.71,0.57,0.88,0.84,0.8,0.56,0.55,0.64,0.67,0.65,0.48,0.42,0.83,0.82,0.57,0.45
jbpm.csv,0.62,0.83,0.91,0.94,0.8,0.95,0.98,0.96,0.88,0.97,0.9,0.88,0.92,0.92,0.85,0.89,0.0,0.94,0.92
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.5,0.83,0.67,0.52,0.71,0.64,0.75,0.82,0.89,0.75,0.91,0.62,0.52,0.8,0.62,0.42,0.75,0.86,0.5
jmonkeyengine.csv,0.91,0.66,0.43,0.94,0.62,0.78,0.79,0.71,0.65,0.62,0.76,0.47,0.94,0.52,0.91,0.92,0.59,0.51,0.68
jsidplay2.csv,0.34,0.45,0.49,0.39,0.52,0.44,0.45,0.53,0.7,0.52,0.45,0.47,0.47,0.59,0.43,0.32,0.61,0.7,0.33
log4net.csv,0.75,0.0,0.0,0.0,0.0,0.67,0.93,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.48,0.89,0.86,0.44,0.55,0.55,0.88,0.6,0.83,0.83,0.83,0.39,0.5,0.93,0.45,0.38,0.8,0.92,0.75
mediate.csv,0.48,0.39,0.46,0.38,0.53,0.48,0.52,0.46,0.52,0.54,0.47,0.46,0.37,0.49,0.36,0.32,0.67,0.52,0.49
piccolo2d.csv,0.8,0.63,0.0,0.0,0.0,0.92,0.88,0.67,0.5,0.0,0.8,0.67,0.92,0.0,0.0,0.94,0.0,0.0,0.75
pustefix.csv,0.75,0.63,0.86,0.92,0.86,0.9,0.85,0.71,0.77,0.88,0.88,0.92,0.66,0.97,0.97,0.96,0.92,0.94,0.88
sblim.csv,0.83,0.75,0.67,0.83,0.82,0.93,0.96,0.88,0.8,0.86,0.8,0.9,0.58,0.93,0.91,0.31,0.75,0.75,0.6
thedata.csv,0.9,0.58,0.44,0.64,0.81,0.94,0.68,0.6,0.79,0.47,0.9,0.93,0.62,0.49,0.96,0.6,0.73,0.48,0.75
tmva.csv,0.67,0.42,0.47,0.53,0.54,0.4,0.42,0.47,0.7,0.46,0.4,0.38,0.42,0.52,0.46,0.3,0.54,0.5,0.38
