,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.07,0.0,0.16,0.05,0.25,0.34,0.31,0.21,0.21,0.17,0.26,0.07,0.19,0.0,0.12,0.56,0.23,0.12,0.56
dxengine.csv,0.32,0.17,0.02,0.45,0.33,0.27,0.18,0.13,0.26,0.37,0.22,0.77,0.13,0.22,0.07,0.17,0.3,0.17,0.26
e-bio-flow.csv,0.07,0.14,0.12,0.1,0.29,0.18,0.19,0.27,0.06,0.12,0.08,0.1,0.0,0.13,0.29,0.64,0.0,0.07,0.19
emono.csv,0.2,0.27,0.47,0.3,0.39,0.48,0.63,0.27,0.66,0.61,0.46,0.7,0.44,0.58,0.77,0.44,0.44,0.0,0.37
freedom-erp.csv,0.0,0.0,0.0,0.05,0.01,0.11,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.11,0.02,0.0
haggle.csv,0.29,0.17,0.57,0.4,0.37,0.17,0.15,0.15,0.42,0.0,0.36,0.0,0.27,0.72,0.53,0.07,0.17,0.45,0.48
jbpm.csv,0.51,0.1,0.1,0.4,0.36,0.24,0.0,0.34,0.13,0.37,0.14,0.2,0.12,0.32,0.43,0.09,0.0,0.17,0.21
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.02,0.05,0.02,0.05,0.18,0.26,0.24,0.12,0.11,0.05,0.18,0.17,0.21,0.02,0.05,0.23,0.12,0.02,0.31
jmonkeyengine.csv,0.24,0.48,0.53,0.2,0.39,0.34,0.27,0.42,0.39,0.61,0.0,0.53,0.19,0.8,0.04,0.09,0.82,0.26,0.44
jsidplay2.csv,0.49,0.44,0.53,0.0,0.63,0.74,0.78,0.46,0.21,0.39,0.64,0.43,0.52,0.2,0.48,0.79,0.35,0.38,0.82
log4net.csv,0.05,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0
matrex.csv,0.24,0.11,0.04,0.25,0.24,0.24,0.21,0.3,0.1,0.1,0.28,0.57,0.27,0.07,0.01,0.49,0.08,0.07,0.05
mediate.csv,0.27,0.83,0.75,0.65,0.57,0.52,0.69,0.49,0.58,0.76,0.46,0.03,0.85,0.72,0.91,0.79,0.71,0.38,0.6
piccolo2d.csv,0.05,0.33,0.02,0.0,0.0,0.0,0.18,0.02,0.03,0.0,0.02,0.0,0.12,0.0,0.01,0.03,0.0,0.0,0.05
pustefix.csv,0.39,0.49,0.1,0.1,0.2,0.21,0.2,0.34,0.0,0.05,0.12,0.13,0.25,0.2,0.2,0.09,0.17,0.19,0.13
sblim.csv,0.05,0.06,0.02,0.1,0.01,0.1,0.05,0.26,0.03,0.0,0.1,0.1,0.19,0.03,0.05,0.59,0.06,0.02,0.23
thedata.csv,0.15,0.48,0.45,0.4,0.29,0.17,0.56,0.47,0.44,0.29,0.14,0.17,0.48,0.3,0.21,0.31,0.23,0.43,0.0
tmva.csv,0.24,0.75,0.61,0.25,0.7,0.6,0.91,0.54,0.32,0.44,0.48,0.63,0.75,0.03,0.44,0.99,0.62,0.81,0.89
