,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.52,0.95,0.42,0.18,0.21,0.58,0.45,0.45,0.59,0.46,0.3,0.55,0.54
freewrl.csv,0.55,0.52,0.44,0.56,0.55,1.0,0.44,0.6,0.62,0.27,0.71,0.4,0.6
fulguro.csv,0.29,0.34,0.74,0.06,0.4,0.26,0.1,0.13,0.18,0.05,0.04,1.0,0.12
google-web-toolkit.csv,0.25,0.5,0.6,0.39,0.21,0.13,0.99,0.45,0.18,0.27,0.63,0.4,0.28
jcache.csv,0.51,0.51,0.44,0.76,0.58,0.45,0.6,0.59,0.67,0.42,1.0,0.11,0.69
jstock.csv,0.25,0.18,0.07,0.06,0.11,0.0,0.13,0.31,1.0,0.18,0.15,0.11,0.17
mimosa.csv,0.66,0.41,0.31,0.97,0.7,0.37,0.55,0.56,0.45,0.7,0.58,0.54,0.57
miranda.csv,0.47,0.38,0.22,0.38,0.55,0.0,0.33,0.53,0.18,0.18,0.43,0.5,0.99
ns-3-dev-def-routing.csv,0.48,0.47,0.58,0.44,0.56,0.48,0.21,0.97,0.0,0.35,0.25,0.0,0.39
ossbuild.csv,0.58,0.44,0.81,0.39,0.73,0.4,0.33,0.61,0.35,0.27,0.25,0.48,0.58
qtractor.csv,0.97,0.49,0.68,0.77,0.64,0.6,0.49,0.63,0.59,0.38,0.6,0.56,0.64
quarkplayer.csv,0.2,0.53,0.0,0.28,0.85,0.41,0.4,0.3,0.34,0.5,0.32,0.4,0.11
synergyspace.csv,0.17,0.09,0.0,0.06,0.0,0.09,0.26,0.14,0.1,0.97,0.11,0.11,0.06
