,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.43,0.53,0.4,0.62,0.5,0.42,0.57,0.49,0.41,0.57,0.59,0.53,0.42
freewrl.csv,0.46,0.48,0.63,0.57,0.53,0.41,0.6,0.48,0.36,0.67,0.48,0.56,0.41
fulguro.csv,0.92,0.98,0.98,0.75,0.98,0.91,0.97,0.92,0.5,0.86,0.0,0.91,0.98
google-web-toolkit.csv,0.89,0.67,0.57,0.61,0.92,0.75,0.51,0.53,0.71,0.81,0.46,0.86,0.79
jcache.csv,0.67,0.42,0.41,0.45,0.84,0.53,0.43,0.56,0.34,0.55,0.44,0.9,0.38
jstock.csv,0.7,0.95,0.93,0.75,0.95,0.0,0.98,0.78,0.77,0.92,0.75,0.76,0.98
mimosa.csv,0.45,0.61,0.56,0.54,0.56,0.62,0.46,0.44,0.45,0.5,0.48,0.43,0.4
miranda.csv,0.53,0.58,0.57,0.64,0.48,0.0,0.6,0.57,0.86,0.71,0.59,0.44,0.4
ns-3-dev-def-routing.csv,0.62,0.58,0.72,0.77,0.78,0.67,0.98,0.65,0.67,0.94,0.88,0.86,0.69
ossbuild.csv,0.58,0.7,0.97,0.8,0.9,0.6,0.76,0.59,0.92,0.95,0.86,0.46,0.49
qtractor.csv,0.48,0.59,0.46,0.59,0.48,0.4,0.54,0.49,0.75,0.54,0.44,0.44,0.42
quarkplayer.csv,0.79,0.65,0.0,0.9,0.89,0.6,0.77,0.79,0.45,0.59,0.87,0.95,0.97
synergyspace.csv,0.86,0.91,0.95,0.67,0.75,0.75,0.98,0.96,0.83,0.92,0.75,0.92,0.92
