,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.71,0.17,0.84,1.0,0.95,0.71,0.73,0.74,0.62,0.83,0.76,0.74,0.76
freewrl.csv,0.6,0.62,0.69,0.53,0.64,0.0,0.69,0.56,0.64,0.82,0.36,0.73,0.6
fulguro.csv,0.79,0.82,0.32,0.95,0.68,0.81,0.93,0.89,0.85,0.96,0.97,0.0,0.94
google-web-toolkit.csv,0.8,0.78,0.65,0.82,0.87,0.96,0.02,0.66,0.89,0.79,0.44,0.68,0.8
jcache.csv,0.65,0.81,0.85,0.39,0.53,0.64,0.66,0.63,0.65,0.69,0.0,0.92,0.53
jstock.csv,0.8,0.86,0.94,0.95,0.92,1.0,0.9,0.74,0.0,0.85,0.88,0.94,0.86
mimosa.csv,0.53,0.73,0.83,0.05,0.48,0.73,0.63,0.64,0.79,0.58,0.53,0.68,0.67
miranda.csv,0.61,0.75,0.92,0.69,0.63,1.0,0.76,0.6,0.85,0.87,0.63,0.77,0.02
ns-3-dev-def-routing.csv,0.6,0.74,0.62,0.63,0.62,0.61,0.83,0.04,1.0,0.75,0.79,1.07,0.69
ossbuild.csv,0.49,0.7,0.22,0.68,0.39,0.76,0.75,0.62,0.72,0.78,0.79,0.84,0.59
qtractor.csv,0.04,0.68,0.66,0.3,0.64,0.55,0.66,0.53,0.48,0.77,0.48,0.77,0.55
quarkplayer.csv,1.01,0.62,1.0,0.76,0.18,0.83,0.71,0.88,0.98,0.82,0.96,0.66,0.92
synergyspace.csv,0.87,0.94,1.01,0.95,1.0,0.93,0.79,0.89,0.93,0.04,0.91,0.92,0.95
